,Name,Price,Unit,Packet Size,Supermarket,Comparable Price
0,Coca Cola,1.39,100 ml,Pet-Flasche 1.5 L,edeka,0.093
1,Nutella,1.77,100 Gramm,"Glas 500 Gramm, + 50 g Gratis",edeka,0.354
2,Becel Gold 70 % Fett,1.49,100 Gramm,Becher 250 Gramm,edeka,0.6
3,Iglo Fischstäbchen,2.99,100 Gramm,"15er, Packung 450 Gramm",edeka,0.6639999999999999
4,Gut & Günstig Landgasthof Gulasch Pfanne,1.99,100 Gramm,,edeka,0.398
5,"Landliebe Landkäse Original, 50 % Fett",2.29,100 Gramm,Packung 175 Gramm,edeka,1.31
6,Oettinger Original Pils,0.3,100 ml,Flasche Glas 0.33 L,edeka,0.091
7,Gut & Günstig Party Garnelen,2.29,100 Gramm,Packung 100 Gramm,edeka,2.29
8,EDEKA Apfel Rotkohl mit Apfelstückchen und feinen Gewürzen,0.99,100 Gramm,Packung 450 Gramm,edeka,0.22000000000000003
9,Clausthaler Classic,3.79,100 ml,Pack 1.98 L,edeka,0.191
10,Ritter Sport Schokolade Joghurt,1.15,100 Gramm,Tafel 100 Gramm,edeka,1.15
11,Erasco Königsberger Klopse in pikant-cremiger Kapernsauce,3.29,100 Gramm,Packung 480 Gramm,edeka,0.6849999999999999
12,Iglo Schlemmer-Filet Classic a la Bordelaise,1.77,100 Gramm,Packung 380 Gramm,edeka,0.466
13,Lätta Halbfettmargarine Original,0.99,100 Gramm,Becher 500  Gramm,edeka,0.198
14,Frosta Schlemmer-Filet Knusper Bordelaise,3.29,100 Gramm,Packung 360 Gramm,edeka,0.914
15,Gut & Günstig Pfannengemüse Italienische Art,1.29,100 Gramm,Beutel 750 Gramm,edeka,0.172
16,Ferrero Milchschnitte,1.29,100 Gramm,"5 x 28 g, Packung 140 Gramm",edeka,0.92
17,Gut & Günstig Norwegische Lachs-Filets 2 Stück,2.99,100 Gramm,Packung 250 Gramm,edeka,1.2
18,Gut & Günstig Orangensaft 100% Fruchtsaftgehalt,0.95,100 ml,Pet-Flasche 1 L,edeka,0.095
19,Weideglück Sahne-Joghurt nach griechischer Art,2.19,100 Gramm,Becher 1000 Gramm,edeka,0.22
20,Meica Bratmaxe,3.49,100 Gramm,Packung 313 Gramm,edeka,1.12
21,Oryza  Himalaya Basmati Reis lose,2.69,100 Gramm,Packung 500 Gramm,edeka,0.538
22,Edeka Grapefruit Direktsaft - mit Fruchtfleisch,1.59,100 ml,Getränkekarton 1 L,edeka,0.159
23,Coppenrath & Wiese Apfelstrudel,2.29,100 Gramm,Packung 600 Gramm,edeka,0.382
24,Gut & Günstig frischer Blätterteig backfertig,0.69,100 Gramm,Packung 250 Gramm,edeka,0.28
25,Gut & Günstig Karottensaft mit Honig,0.89,100 ml,Flasche Glas 0.5 L,edeka,0.178
26,Gut & Günstig Schoko Müsli mit Vollmilchschokolade,1.69,100 Gramm,Packung 750 Gramm,edeka,0.225
27,Meica Curry King,1.99,100 Gramm,Packung 220 Gramm,edeka,0.9
28,Gut & Günstig Orangen Nektar,0.85,100 ml,Pet-Flasche 1.5 L,edeka,0.056999999999999995
29,Gut & Günstig Gulasch Suppe ungarische Art,0.99,100 ml,Dose 400 ML,edeka,0.248
30,Kinder Schokolade,0.77,100 Gramm,"Tafel 100 Gramm, 8 Riegel",edeka,0.77
31,Zentis Nusspli Nuss Nougat Creme,1.59,100 Gramm,Becher 400 Gramm,edeka,0.398
32,Gut & Günstig Pazifische Wildlachsfilets,2.79,100 Gramm,Packung 250 Gramm,edeka,1.12
33,Gut & Günstig Tomaten Creme Suppe,0.89,100 ml,Dose 400 ML,edeka,0.223
34,Dr. Oetker Die Ofenfrische Pizza Speciale,2.19,100 Gramm,Packung 405 Gramm,edeka,0.54
35,Gut & Günstig Frischkäse mit Kräutern,0.66,100 Gramm,Packung 200 Gramm,edeka,0.33
36,Gut & Günstig Baguette Salami luftgetrocknet - in Scheiben,1.29,100 Gramm,Packung 100 Gramm,edeka,1.29
37,"Iglo Filegro Backfisch Traditioneller Ofen-Backfisch, 2 Stück",2.99,100 Gramm,Packung 240 Gramm,edeka,1.25
38,Krüger Family Cappuccino White,3.29,100 Gramm,Nachfüllbeutel 500 Gramm,edeka,0.658
39,Light Live hugo Alcohol Free,2.49,100 ml,Flasche Glas 0.75 L,edeka,0.33199999999999996
40,Kellogs Cornflakes die Originalen,4.49,100 Gramm,Family / Super Pack 750 Gramm,edeka,0.599
41,"Gut & Günstig Steinofen Pizza Vier Käse,  2 x 350 g",2.49,100 Gramm,Packung 700 Gramm,edeka,0.356
42,Gut & Günstig Salzstangen,0.39,100 Gramm,Packung 250 Gramm,edeka,0.16
43,Milka Alpenmilch Schokolade,0.79,100 Gramm,Tafel 100  Gramm,edeka,0.79
44,Havana Club Anejo 3 Anos 3 Jahre,13.99,100 ml,Flasche Glas 0.7 L,edeka,1.9989999999999999
45,"EDEKA Laktosefreie haltbare Schlagsahne min 30% Fett, ultrahocherhitzt",0.87,100 Gramm,Becher 200 Gramm,edeka,0.44
46,Köstritzer Schwarzbier,14.79,100 ml,"Kasten 10 L, 20 x 0,5 L",edeka,0.148
47,Gut & Günstig Feiner Zucker Raffinade,0.85,100 Gramm,Packung 1000 Gramm,edeka,0.08499999999999999
48,Gut & Günstig Gyros gefrostet,2.69,100 Gramm,Packung 500 Gramm,edeka,0.538
49,Gut & Günstig Schlemmer-Filet Bordelaise,1.99,100 Gramm,Packung 400 Gramm,edeka,0.49800000000000005
50,Gut & Günstig Edle Matjesfilets,1.29,100 Gramm,Packung 250 Gramm,edeka,0.52
51,Gut & Günstig Delikatess Salami in Scheiben,1.15,100 Gramm,Packung 200 Gramm,edeka,0.58
52,Gut & Günstig Choco Drink,2.29,100 Gramm,Packung 800 Gramm,edeka,0.286
53,Gut & Günstig Wiener Würstchen 2  x 200 g,2.79,100 Gramm,Packung 400 Gramm,edeka,0.6980000000000001
54,Edeka Mascarpone 82% Fett,1.79,100 Gramm,Becher 250 Gramm,edeka,0.72
55,Gut & Günstig Jagdwurst Norddeutscher Art,0.79,100 Gramm,Packung 200 Gramm,edeka,0.4
56,Gut & Günstig Tafel Essig aus Branntwein,0.39,100 ml,Flasche Glas 0.75 L,edeka,0.052000000000000005
57,John West Thunfischfilets Natur ohne Öl,1.99,100 Gramm,Dose 160 Gramm,edeka,1.24
58,Danone Actimel Classic,1.69,100 Gramm,"Packung 400 Gramm, 4 x 100 g",edeka,0.42300000000000004
59,Sylter Salatfrische Dressing,1.49,100 ml,Flasche Glas 250 ML,edeka,0.6
60,Berchtesgadener Land Bergbauern Butter Gesamtfettgehalt: 82% Fett,1.89,100 Gramm,Packung 250 Gramm,edeka,0.76
61,EDEKA Ananas Direktsaft Direktsaft - mit Fruchtfleisch,1.59,100 ml,Getränkekarton 1 L,edeka,0.159
62,President Meersalzbutter mit Meersalzkörner,3.29,100 Gramm,Becher 250 Gramm,edeka,1.32
63,Rocher Pralinen,3.49,100 Gramm,"Packung 200 Gramm, 16 Stück",edeka,1.75
64,Dr. Oetker Ristorante Pizza Salame,1.66,100 Gramm,Karton 320 Gramm,edeka,0.52
65,Kerrygold Original Irische Butter mildgesäuert,1.11,100 Gramm,Packung 250  Gramm,edeka,0.44
66,Coppenrath & Wiese Unsere Goldstücke Weizenbrötchen,1.59,100 Gramm,"Packung 420 Gramm, 6 Stück",edeka,0.379
67,Gut & Günstig Gebäckmischung mit feinen Waffeln,0.99,100 Gramm,Beutel 500 Gramm,edeka,0.198
68,Edeka Bio Apfelsaft Direktsaft - Naturtrüb,1.49,100 ml,Getränkekarton 1 L,edeka,0.149
69,Gut & Günstig Corned Beef Scheiben der leichte Genuss,1.59,100 Gramm,Vakuum 200 Gramm,edeka,0.8
70,Rama Margarine Classic,1.59,100 Gramm,Becher 500  Gramm,edeka,0.318
71,Alnatura Tomaten Ketchup,1.79,100 ml,Flasche Glas 0.5 L,edeka,0.358
72,Iglo Rahmspinat der mit dem Blubb,1.59,100 Gramm,Packung 500 Gramm,edeka,0.318
73,"Müller Müllermilch Schoko, 1,5 % Fett",0.89,100 Gramm,Flasche Kunststoff 400 Gramm,edeka,0.223
74,"Pepsi Max 6 x 1,5 L",0.95,100 ml,Pet-Flasche 1.5 L,edeka,0.063
75,Nescafe Classic Original,6.99,100 Gramm,Glas 200 Gramm,edeka,3.5
76,Edeka Bio Blattspinat erntefrisch tiefgefroren,1.19,100 Gramm,Packung 450 Gramm,edeka,0.264
77,EDEKA Bio Gemüsebrühe,0.99,100 Gramm,Glas 140 Gramm,edeka,0.71
78,Edeka Bio Schwarzwälder Schinken Aufschnitt,3.29,100 Gramm,Packung 100 Gramm,edeka,3.29
79,"Gut & Günstig Kaffee Filter Größe 4 ,naturbraun, ungebleicht",0.45,Preis pro 100 Stück,Packung 100 Stück,edeka,0.45
80,Gut & Günstig Chicken Wings Barbecue,2.89,100 Gramm,Packung 750 Gramm,edeka,0.385
81,Edeka Espana Chorizo Pamplona Paprikasalami mild würzig,1.49,100 Gramm,Packung 80 Gramm,edeka,1.86
82,Edeka Premium Orange Direktsaft mit Fruchtfleisch,1.59,100 ml,Pet-Flasche 1 L,edeka,0.159
83,Gut & Günstig Bierschinken,1.19,100 Gramm,Packung 200 Gramm,edeka,0.6
84,EDEKA Bio Kaffee Auslese,3.75,100 Gramm,Packung 500 Gramm,edeka,0.75
85,Hela Curry Gewürz Ketchup delikat,2.49,100 ml,Flasche Kunststoff 800 ML,edeka,0.311
86,Punica Classics Nektar Multivitamin 17+4,0.95,100 ml,Pet-Flasche 1500 ML,edeka,0.063
87,Miracoli Spaghetti Klassiker mit Tomatensauce,1.29,100 Gramm,"Packung 397 Gramm, 2 - 3 Portionen",edeka,0.32
88,"Salakis Schafskäse Natur, 50 % Fett",1.69,100 Gramm,Packung 200 Gramm,edeka,0.85
89,Grafschafter Goldsaft Zuckerrübensirup,1.49,100 Gramm,Dosierflasche 500 Gramm,edeka,0.298
90,Dr. Oetker Rote Grütze herrlich fruchtig,1.68,100 Gramm,Becher 500 Gramm,edeka,0.33599999999999997
91,"Gut & Günstig Frische fettarme Milch 1,5 % Fett, länger haltbar",0.65,100 ml,Getränkekarton 1 L,edeka,0.065
92,Gut & Günstig Fischstäbchen,1.99,100 Gramm,Packung 450 Gramm,edeka,0.442
93,Gut & Günstig Sonnenblumenöl,1.49,100 ml,Flasche Kunststoff 1000 ML,edeka,0.149
94,Gut & Günstig Pflanzenöl aus Raps,1.29,100 ml,Flasche Kunststoff 1000 ML,edeka,0.129
95,"Gut & Günstig Toilettenpapier 10-er-Pack 3-lagig, 10 x 200 Blatt",2.75,Preis pro 1000 Blatt,Packung 2000 Blatt,edeka,1.38
96,Gut & Günstig Deutsche Markenbutter mildgesäuert,1.59,100 Gramm,Packung 250 Gramm,edeka,0.64
97,Gut & Günstig Haferflocken zart,0.39,100 Gramm,Packung 500 Gramm,edeka,0.078
98,Gut & Günstig Pangasius Filets 3-5 naturbelassene Filets,2.49,100 Gramm,Beutel 500 Gramm,edeka,0.49800000000000005
99,Gut & Günstig Caffe Espresso,6.99,100 Gramm,Packung 1000 Gramm,edeka,0.6990000000000001
100,Mehlig & Heller Opas Weißer,2.49,100 Gramm,Glas 300 Gramm,edeka,0.83
101,EDEKA Baumkuchen Spitzen Vollmilch,1.09,100 Gramm,Packung 200 Gramm,edeka,0.545
102,"Gut & Günstig Levkos in Salzlake, 45% Fett",1.25,100 Gramm,Packung 600 Gramm,edeka,0.20800000000000002
103,Gut & Günstig Gnocchi,1.25,100 Gramm,Packung 600 Gramm,edeka,0.20800000000000002
104,Gut & Günstig Delikatess Herings Salat,0.75,100 Gramm,Becher 250 Gramm,edeka,0.3
105,Gut & Günstig Delikatess Metzgerschinken Spitzenqualität,1.99,100 Gramm,Packung 200 Gramm,edeka,1.0
106,Gut & Günstig Cabanossi,1.49,100 Gramm,Packung 300 Gramm,edeka,0.5
107,Gut & Günstig King Prawns Natur,3.49,100 Gramm,Packung 250 Gramm,edeka,1.4
108,gut & günstig Knusper Dinos,1.99,100 Gramm,Packung 400 Gramm,edeka,0.49800000000000005
109,Gut & günstig Spritzgebäck Mischung,0.99,100 Gramm,Beutel 500 Gramm,edeka,0.2
110,Mask Energy Drink Wanted Energy Drink,0.59,100 ml,Dose 250 ML,edeka,0.236
111,Brandt Hobbits Schoko Hafer Mürbekeks mit Vollmilchschokolade,1.89,100 Gramm,Packung 250 Gramm,edeka,0.76
112,Krüger Family Cappuccino Classico,3.29,100 Gramm,Beutel 500 Gramm,edeka,0.658
113,Coca Cola Zero,0.95,100 ml,Pet-Flasche 1.5 L,edeka,0.063
114,Wagner Big Pizza Boston,1.99,100 Gramm,Packung 420 Gramm,edeka,0.47
115,"Old Amsterdam Gouda alt Holländischer Schnittkäse Alt, in Scheiben,  48 % Fett",2.39,100 Gramm,Packung 125 Gramm,edeka,1.91
116,Stockmeyer Geflügel Leberwurst,0.59,100 Gramm,Rolle 125 Gramm,edeka,0.47
117,Meggle Trüffel-Butter,3.99,100 Gramm,Glas 80  Gramm,edeka,4.99
118,Nadler Heringssalat mit Roter Bete,1.29,100 Gramm,Packung 200 Gramm,edeka,0.65
119,Alberto Lasagne Bolognese,1.99,100 Gramm,Kunststoffschale 400 Gramm,edeka,0.49800000000000005
120,Costa Lachslasagne Blattspinat,3.49,100 Gramm,Packung 380 Gramm,edeka,1.108
121,Dr. Oetker Bistro Baguette Champignons,1.39,100 Gramm,Packung 250 Gramm,edeka,0.56
122,Schwartau Extra Wellness Blauer Beeren-Mix,1.89,100 Gramm,Glas 260 Gramm,edeka,0.73
123,Nescafe Gold Das Original,9.99,100 Gramm,Glas 200 Gramm,edeka,5.0
124,Rotkäppchen Sekt Alkoholfrei,3.99,100 ml,Flasche Glas 750 ML,edeka,0.532
125,Jola Rindfleisch im eigenen Saft,1.99,100 Gramm,Dose 400 Gramm,edeka,0.5
126,San Pellegrino Mineralwasser,0.77,100 ml,Pet-Flasche 1000 ML,edeka,0.077
127,Schöfferhofer Grapefruit,3.99,100 ml,Pack 1.98 L,edeka,0.202
128,Barilla Spaghetti No.5,0.69,100 Gramm,Packung 500 Gramm,edeka,0.13799999999999998
129,"Schlemmerküche Thunfischsalat Mexicana, mit roten Bohnen und Mais",1.39,100 Gramm,Dose 160 Gramm,edeka,0.87
130,Gut & Günstig Lasagne Bolognese,2.89,100 Gramm,Packung 1 KG,edeka,0.28900000000000003
131,Edeka Premium Blutorange Direktsaft mit Fruchtfleisch,1.99,100 ml,Pet-Flasche 1 L,edeka,0.199
132,Edeka Griechischer Feta,1.79,100 Gramm,Packung 200 Gramm,edeka,0.9
133,EDEKA Knusper Ente mit Orangen-Portweinsauce,4.99,100 Gramm,Packung 420 Gramm,edeka,1.19
134,EDEKA Pfifferlinge,4.49,100 Gramm,Packung 300 Gramm,edeka,1.5
135,EDEKA Torten Pfirsiche in Schnitten gezuckert,1.99,100 Gramm,Dose 820 Gramm,edeka,0.24300000000000002
136,EDEKA Chicken Cheese Nuggets,2.49,100 Gramm,Packung 400 Gramm,edeka,0.623
137,"Ramazzotti Amaro Kräuterbitter, 30% Vol.",11.99,100 ml,Flasche Glas 0.7 L,edeka,1.7129999999999999
138,Gut & Günstig Nuss Nougat Creme,1.15,100 Gramm,Glas 400 Gramm,edeka,0.288
139,Funny Frisch Chipsfrisch Ungarisch,1.29,100 Gramm,Beutel 175 Gramm,edeka,0.74
140,Jack Daniels Whisky Old Time No. 7 40 % Vol.,14.99,100 ml,Flasche Glas 0.7 L,edeka,2.141
141,EDEKA Espana Serrano Schinken,1.79,100 Gramm,Packung 80 Gramm,edeka,2.24
142,Becks Pils,15.95,100 ml,"20 x 0,5 L, Kasten 10 L",edeka,0.16
143,Meggle die Alpenbutter,0.99,100 Gramm,Packung 250  Gramm,edeka,0.4
144,Maxwell House Klassisch,4.99,100 Gramm,Glas 200 Gramm,edeka,2.5
145,Uncle Bens Basmati Reis 10 Minuten 4 x 125 g - im Kochbeutel,2.79,100 Gramm,Packung 500 Gramm,edeka,0.558
146,De Beukelaer Prinzen Rolle mit Kakaocreme,1.49,100 Gramm,Rolle 400 Gramm,edeka,0.37
147,Berchtesgadener Land Topfen- Bayerischer Speisequark Rahmstufe,0.79,100 Gramm,Becher 250 Gramm,edeka,0.32
148,Pfanner Der Grüne Tee Zitrone-Kaktusfeige,1.44,100 ml,Getränkekarton 2 L,edeka,0.072
149,Edeka Bancetto Lasagne Pasta die Semola di Grano Duro,1.49,100 Gramm,Packung 500 Gramm,edeka,0.298
150,Edeka Backstube Rum Creme Waffeln,0.99,100 Gramm,Beutel 200 Gramm,edeka,0.5
151,EDEKA Bratapfel Eis,1.58,100 ml,Packung 260 ML,edeka,0.608
152,EDEKA Steinpilze,1.79,100 ml,Dose 212 ML,edeka,0.84
153,EDEKA mein Bayern Leberspätzlesuppe,1.69,100 ml,Dose 400 ML,edeka,0.42300000000000004
154,"Gut & Günstig Steinofen Pizza 3-er Edelsalami, 3 x 350 g",2.49,100 Gramm,Packung 1050 Gramm,edeka,0.24
155,Gut & Günstig Choco Chips,1.99,100 Gramm,Packung 750 Gramm,edeka,0.265
156,gut & günstig Bienenstich,2.59,100 Gramm,Packung 600 Gramm,edeka,0.43200000000000005
157,Gut & Günstig Hähnchenbrustfilet in Aspik,1.49,100 Gramm,Packung 200 Gramm,edeka,0.75
158,Martini Prosecco Vino frizzante,6.99,100 ml,Flasche Glas 0.75 L,edeka,0.932
159,Martini Bianco 15 % Vol.,6.99,100 ml,Flasche Glas 750 ML,edeka,0.932
160,Gut & Günstig Nuss Müsli,1.49,100 Gramm,Packung 1000 Gramm,edeka,0.149
161,Remy Martin VSOP 40 % Vol.,32.95,100 ml,Flasche Glas 700 ML,edeka,4.707
162,EDEKA Backfisch Seelachsfilets,2.99,100 Gramm,Packung 250 Gramm,edeka,1.2
163,Homann Salat Buffet Russisch Ei in Aspik auf Fleischsalat,1.39,100 Gramm,Becher 200 Gramm,edeka,0.7
164,Alpia Alpenmilch Schokolade,0.44,100 Gramm,Tafel 100 Gramm,edeka,0.44
165,Gut & Günstig Qualitäts-Weizenmehl Type 405,0.45,100 Gramm,Packung 1000 Gramm,edeka,0.045
166,Gut & Günstig Emmentaler gerieben,1.29,100 Gramm,Packung 200 Gramm,edeka,0.65
167,Gut und Günstig Hähnchen Cordon bleu gefroren,2.49,100 Gramm,Packung 500 Gramm,edeka,0.49800000000000005
168,Gut & Günstig Parboiled Reis Spitzen-Langkorn-Reis,0.85,100 Gramm,Packung 1 KG,edeka,0.08499999999999999
169,"Gut & Günstig französischer Weichkäse oval, 60% Fett",1.09,100 Gramm,Packung 200 Gramm,edeka,0.55
170,Gut & Günstig französischer Brie,0.99,100 Gramm,Packung 200 Gramm,edeka,0.5
171,Gut & Günstig Orangensaft mit Fruchtfleisch,0.95,100 ml,Getränkekarton 1 L,edeka,0.095
172,Gut & Günstig Sprühfertige Schlagsahne,0.99,100 ml,Sprühflasche 250 ML,edeka,0.4
173,Gut & Günstig Backofen Frites Feinschnitt,1.09,100 Gramm,Beutel 1 KG,edeka,0.10900000000000001
174,Gut & Günstig Beerenmischung gesüßt,2.39,100 Gramm,Beutel 750 Gramm,edeka,0.319
175,"Gut & Günstig Steinofen Pizza Thunfisch,  2 x 365 g",2.49,100 Gramm,Packung 730 Gramm,edeka,0.341
176,Gut & Günstig Apfelsaft PET,0.59,100 ml,Pet-Flasche 1 L,edeka,0.059
177,Gut & Günstig Feine Sahne Heringsfilets,1.19,100 Gramm,Becher 400 Gramm,edeka,0.298
178,Gut & Günstig Delikatess Hinter Kochschinken,1.15,100 Gramm,Packung 200 Gramm,edeka,0.58
179,Gut & Günstig Milchreis Classic,0.29,100 Gramm,Becher 200 Gramm,edeka,0.15
180,Gut & Günstig Land Cervelatwurst,1.15,100 Gramm,Packung 200 Gramm,edeka,0.58
181,Gut & Günstig Katenrauchwurst,1.09,100 Gramm,Packung 200 Gramm,edeka,0.55
182,Gut & Günstig Edelsalami am Stück,3.79,100 Gramm,Packung 650 Gramm,edeka,0.583
183,Gut & Günstig Käse Aufschnitt 45% Fett,1.39,100 Gramm,Packung 250 Gramm,edeka,0.56
184,"Gut & Günstig Emmentaler am Stück, 45% Fett",2.29,100 Gramm,Packung 400 Gramm,edeka,0.5730000000000001
185,Gut & Günstig Früchte Müsli,1.69,100 Gramm,Packung 750 Gramm,edeka,0.225
186,Rio Grande Cranberry Nektar,0.69,100 Gramm,,edeka,0.28
187,EDEKA Espana Calamares im Backteig,1.29,100 Gramm,Packung 180 Gramm,edeka,0.72
188,EDEKA Rahmporree,4.79,100 Gramm,Glas 190 Gramm,edeka,2.52
189,Gut & günstig Hot Dog Rolls,4.79,100 Gramm,Glas 190 Gramm,edeka,2.52
190,Edeka Gourmet Apfel Rotkohl mit Gänseschmalz,1.79,100 Gramm,,edeka,0.6
191,gut & günstig Fine Mints,0.99,100 Gramm,Glas 140 Gramm,edeka,0.71
192,EDEKA Bio Klare Hühnerbrühe,2.19,100 Gramm,Packung 375 Gramm,edeka,0.58
193,Zimmermann Bayerische Mini Leberknödel,0.95,100 Gramm,Tafel 100 Gramm,edeka,0.95
194,EDEKA Bio Schweizer Vollmilch Schokolade,2.49,100 Gramm,Beutel 500 Gramm,edeka,0.49800000000000005
195,EDEKA Bio Eiscreme Schokolade,1.89,100 Gramm,Packung 400 Gramm,edeka,0.47300000000000003
196,EDEKA Gemüse Pommes,0.69,100 Gramm,Flasche Kunststoff 500 Gramm,edeka,0.13799999999999998
197,Gut & Günstig Frühlingsrollen Huhn,1.39,100 Gramm,Packung 450 Gramm,edeka,0.309
198,"Gut & Günstig Probiotischer Joghurt Drink Zitrone Limette, 0,1 % Fett",0.69,100 Gramm,,edeka,0.23
199,Gut & Günstig Königsberger Klopse,0.79,100 ml,Flasche Kunststoff 500 ML,edeka,0.158
200,Gut & Günstig Hamburger Buns,0.79,100 Gramm,Glas 420 Gramm,edeka,0.188
201,Gut & Günstig Tomaten Ketchup,0.39,100 Gramm,Becher 200 Gramm,edeka,0.2
202,Gut & Günstig Nudelsauce Bolognese,2.79,100 Gramm,Packung 500 Gramm,edeka,0.558
203,Gut & Günstig Gebäckstangen Käse,0.99,100 Gramm,Packung 150 Gramm,edeka,0.66
204,Gut & Günstig Gebäckstangen Salz,0.99,100 Gramm,Packung 150 Gramm,edeka,0.66
205,"Gut & Günstig Hähnchenbrust Streifen vorgebacken, gefroren",1.89,100 Gramm,Packung 250 Gramm,edeka,0.76
206,Gut & Günstig Mini Hähnchen Schnitzel mit Knusperpanade 8-12 Stück,2.89,100 Gramm,Packung 500 Gramm,edeka,0.5780000000000001
207,Gut & Günstig Cola Light,0.39,100 ml,Pet-Flasche 1.5 L,edeka,0.026000000000000002
208,Gut & Günstig Backofen Frites Wellenschnitt,1.15,100 Gramm,Beutel 1 KG,edeka,0.11499999999999999
209,"Gut & Günstig Erdnüsse geröstet, gesalzen",0.59,100 Gramm,Dose Weißblech 200 Gramm,edeka,0.3
210,Gut & Günstig Bierwurst,0.79,100 Gramm,Packung 200 Gramm,edeka,0.4
211,Gut & Günstig Delikatess Schinken Fleischwurst,2.29,100 Gramm,Vakuum 650 Gramm,edeka,0.352
212,Gut & Günstig Corn Flakes,0.99,100 Gramm,Packung 500 Gramm,edeka,0.198
213,Iglo Schlemmer-Filet Broccoli,2.99,100 Gramm,Packung 380 Gramm,edeka,0.787
214,gut & günstig Weichweizen Grieß,0.29,100 Gramm,Packung 500 Gramm,edeka,0.057999999999999996
215,Gut & Günstig Delikatess Edel Salami geschnitten,1.39,100 Gramm,Packung 80 Gramm,edeka,1.74
216,Gut & Günstig Fettuccine mit Käse-Sahne-Sauce auf Tomatensauce,1.25,100 Gramm,Packung 400 Gramm,edeka,0.313
217,Milka Noisette Schokolade,0.95,100 Gramm,Tafel 100  Gramm,edeka,0.95
218,Danone Activia Classic Natur,1.99,100 Gramm,"Packung 460 Gramm, 4 x 115 Gramm",edeka,0.43
219,Knorr Schlemmersauce Barbecue Sauce,0.99,100 ml,Flasche Glas 250 ML,edeka,0.4
220,Bertolli Extra Vergine Originale das Fruchtige,3.29,100 ml,Flasche Glas 500 ML,edeka,0.658
221,Uncle Bens Express Spitzen-Langkorn-Reis 2 Minuten,1.99,100 Gramm,Packung 250 Gramm,edeka,0.8
222,Erasco Feurige Thai-Suppe,1.69,100 ml,Dose 390 ML,edeka,0.433
223,Du Darfst Rinderroulade 2% Fett,2.49,100 Gramm,Packung 400 Gramm,edeka,0.623
224,Golden Toast Butter Toast,0.75,100 Gramm,Packung 250  Gramm,edeka,0.3
225,"Zentis Frühstücks-Konfitüre Extra Schwarzkirsche, mit 50% Fruchtgehalt",0.99,100 Gramm,Becher 200 Gramm,edeka,0.5
226,Milka Weisse Schokolade,0.79,100 Gramm,Tafel 100  Gramm,edeka,0.79
227,Nescafe Classic Mild,6.99,100 Gramm,Glas 200 Gramm,edeka,3.5
228,Maggi Ein Teller Chili Con Carne,1.09,100 Gramm,Dose 325 Gramm,edeka,0.335
229,Bionade Ingwer-Orange,1.3,100 ml,Pet-Flasche 0.5 L,edeka,0.26
230,Brändle vita Rapsöl mit omega 3 Fettsäuren,1.79,100 ml,Flasche Glas 0.75 L,edeka,0.23900000000000002
231,Capri Sonne Orange 10-er Pack 10 x 0.2 L,1.99,100 ml,Pack 2 L,edeka,0.1
232,Palmin Kokosfett,0.99,100 Gramm,Packung 250 Gramm,edeka,0.4
233,Weihenstephan Frischer Alpenschlagrahm ohne Zusatzstoffe,1.69,100 Gramm,Mehrwegflasche 500 Gramm,edeka,0.34
234,Ritter Sport Schokolade Voll-Nuss,0.59,100 Gramm,Tafel 100 Gramm,edeka,0.59
235,Mini Babybel rot 45% Fett,1.99,100 Gramm,"Netz 120 Gramm, 6 x 20 g",edeka,1.66
236,Pircher Williams Birnenbrand,16.99,100 ml,Flasche Glas 0.7 L,edeka,2.427
237,Viel Leicht Pfefferbeißer mit Reis,3.29,100 Gramm,Packung 240 Gramm,edeka,1.37
238,Rio Grande Smoothie Mango-Apfel,0.89,100 ml,Flasche Kunststoff 200 ML,edeka,0.45
239,Gut & Günstig Schweden Happen in süß-saurer Marinade,1.99,100 Gramm,Becher 250 Gramm,edeka,0.8
240,EDEKA Selection Trüffel Schinken,1.99,100 Gramm,Packung 100 Gramm,edeka,1.99
241,Gut & Günstig Frühstücksbrötchen 6-er,0.35,100 Gramm,Packung 300 Gramm,edeka,0.12
242,"Gut & Günstig Hähnchenbrust Filetstücke Classic, verzehrfertig",1.89,100 Gramm,Packung 150 Gramm,edeka,1.26
243,gut & günstig Grieß Pudding Tradionell,0.39,100 Gramm,Becher 175 Gramm,edeka,0.22
244,gut & günstig Grill & Kamin Anzünder aus Holz & Wachs,0.89,Preis pro Stück,Packung 32 Stück,edeka,0.03
245,Gut & Günstig Schwarzwälder Kirsch-Sahnetorte konditorfrisch tiefgefroren,3.99,100 Gramm,Packung 750 Gramm,edeka,0.532
246,Gut & Günstig Backofen Zapfen Kroketten Zapfenkroketten,1.15,100 Gramm,Packung 750 Gramm,edeka,0.153
247,Gut & Günstig Weizenbrötchen 8 Stück,0.79,100 Gramm,Packung 560 Gramm,edeka,0.14
248,Weihenstephan Frische Tafelbutter 82% Fett,0.99,100 Gramm,Packung 250  Gramm,edeka,0.4
249,Gut & Günstig Puten Filetsteaks in würziger Pfeffermarinade,3.49,100 Gramm,Packung 500 Gramm,edeka,0.6980000000000001
250,"Gut & Günstig Steinofen-Pizza Schinken,  2 x 350 g",2.59,100 Gramm,Packung 700 Gramm,edeka,0.37
251,"Gut & Günstig Steinofen Pizza Margherita,  3 x 300 g",2.19,100 Gramm,Packung 900 Gramm,edeka,0.24
