,Name,Price,Unit,Packet Size,Supermarket,Comparable Price
3236,Confiserie Firenze Kleingebäck Mandelhörnchen mit Zartbitterschokolade,1.29,100 Gramm,Glas 300 Gramm,lidl,0.43
3237,Belbake Rührkuchen-Rolle Kakao,0.99,100 Gramm,Packung 200 Gramm,lidl,0.5
3238,Confiserie Firenze Butter Torte Butter-Marzipan,0.99,100 Gramm,Packung 300 Gramm,lidl,0.33
3239,Marlene Fruchtaufstrich Mulitvitamin,1.69,100 Gramm,Spenderflasche 250 Gramm,lidl,0.6759999999999999
3240,Maribel Bergblütenhonig,1.69,100 Gramm,Spenderflasche 250 Gramm,lidl,0.6759999999999999
3241,Bellarom Choco Duo,1.59,100 Gramm,Packung 320 Gramm,lidl,0.497
3242,Maitre Mini Chinois 6 Mini-Chinois,1.05,100 Gramm,Beutel 600 Gramm,lidl,0.18
3243,Maitre Brioche Brötchen 8 Mini-Brioche mit Schokostückchen,0.69,100 Gramm,Packung 300 Gramm,lidl,0.23
3244,Grafschafter Ciabatta-Brötchen,0.69,100 Gramm,Packung 300 Gramm,lidl,0.23
3245,Ital d Oro Ciabatta mit Italienischen Kräutern,0.79,100 ml,Glas 370 ML,lidl,0.21
3246,Ital d Oro Ciabatta mit Oliven,0.79,100 ml,Glas 720 ML,lidl,0.11000000000000001
3247,Freshona Cornichons Premium,1.09,100 ml,Glas 720 ML,lidl,0.151
3248,Feldliebe Rote Bete in Scheiben,0.79,100 Gramm,Beutel 350 Gramm,lidl,0.23
3249,Freshona Kartoffeln küchenfertig,0.69,100 Gramm,Dose 800 Gramm,lidl,0.086
3250,Le Chef Hühner-Nudeltopf,0.85,100 Gramm,Dose 800 Gramm,lidl,0.10600000000000001
3251,Le Chef Grüne Bohnentopf,0.85,100 Gramm,Dose 800 Gramm,lidl,0.10600000000000001
3252,Le Chef Kartoffeltopf,0.85,100 Gramm,Dose 800 Gramm,lidl,0.10600000000000001
3253,Coquette Ratsherren-Topf,1.89,100 Gramm,Dose 800 Gramm,lidl,0.236
3254,Le Chef Bauerntopf,0.69,100 ml,Dose 400 ML,lidl,0.173
3255,Le Chef Tomatensuppe,0.69,100 ml,Dose 400 ML,lidl,0.173
3256,Le Chef Thai-Suppe,0.99,100 Gramm,Glas 380 Gramm,lidl,0.26
3257,Twinner Delikatess Frühstücksfleisch,1.29,100 Gramm,Dose 300 Gramm,lidl,0.43
3258,Oldenhäuser Schinken-Würstchen,1.29,100 Gramm,Dose 300 Gramm,lidl,0.43
3259,Oldenhäuser Gourmet Gulasch vom Schwein,0.79,100 Gramm,Dose 200 Gramm,lidl,0.4
3260,Oldenhäuser Gourmet Gulasch von der Pute,1.99,100 Gramm,Dose 190 Gramm,lidl,1.05
3261,Nixe Wildlachsfilet in Aufguss,1.99,100 Gramm,Dose 190 Gramm,lidl,1.05
3262,OceanSea Brathering in feinwürziger Marinade,0.85,100 Gramm,Packung 1000 Gramm,lidl,0.08499999999999999
3263,Gut Frielingshof Paniermehl,0.59,100 Gramm,Packung 330 Gramm,lidl,0.18
3264,"Landgut Knödel halb & halb, 12 Knödel",0.99,100 ml,Flasche Glas 750 ML,lidl,0.132
3265,Bioness Bio Apfelessig,1.59,100 Gramm,Beutel 180 Gramm,lidl,0.88
3266,Bioness Bio Toffee Milchkaramell,1.59,100 Gramm,Beutel 180 Gramm,lidl,0.88
3267,Bioness Bio Toffee Schoko Toffee,1.29,100 Gramm,Packung 200 Gramm,lidl,0.645
3268,Bioness Bio Kräutertee,1.79,100 Gramm,Packung 400 Gramm,lidl,0.45
3269,Bioness Bio Früchtetee,1.79,100 Gramm,Packung 400 Gramm,lidl,0.45
3270,Nothwang Vesper Mix schwäbische Brotzeit,0.69,100 Gramm,Folie 150 Gramm,lidl,0.46
3271,Ocean Trader Schollenfilets Spinat & Feta,2.59,100 Gramm,Packung 250 Gramm,lidl,1.04
3272,Ocean Trader Schollenfilets Garnelen & Broccoli,2.59,100 Gramm,Packung 250 Gramm,lidl,1.04
3273,Ocean Trader Gusto di Mare Alaska Seelachs Filet in Blätterteig mit Kräuter-Sauce,1.99,100 Gramm,Packung 300 Gramm,lidl,0.663
3274,Ocean Trader Gusto di Mare Alaska-Seelachs-Filet in Blätterteig mit feinem Blattspinat,1.99,100 Gramm,Packung 300 Gramm,lidl,0.663
