,Name,Price,Unit,Packet Size,Supermarket,Comparable Price
0,Tamara Konfitüre extra Erdbeer,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,0.22
1,Nutella,3.79,100 Gramm,Glas 750 Gramm,aldi-nord,0.505
2,Coca Cola,2.89,100 ml,"6 x 0,33 L, 1.98 L",aldi-nord,0.146
3,Trader Joes / Aldi Nord  Eistee Zitrone,0.49,100 ml,"Pet Flasche 1,5L",aldi-nord,0.033
4,Iglo Fischstäbchen,3.49,100 Gramm,"15er, Packung 450 Gramm",aldi-nord,0.776
5,Ofterdinger Aldi Nord Pellkartoffelsalat mit Ei und Gurke,1.49,100 Gramm,Becher 1 KG,aldi-nord,0.149
6,Nusskati Nuss Nougat Creme,1.29,100 Gramm,Glas 400 Gramm,aldi-nord,0.323
7,"Mama Mancini Pizza 3-er Pack Edelsalami, 3 x 350 g",2.59,100 Gramm,Packung 1050 Gramm,aldi-nord,0.25
8,Landbeck / Aldi Nord Bockwurst im zarten Saitling,5.49,100 Gramm,Dose 1650 Gramm,aldi-nord,0.333
9,Sprengel / Aldi Nord Herz Kirschen,1.79,100 Gramm,Packung 250 Gramm,aldi-nord,0.72
10,Delikato Tomaten Ketchup,0.79,100 ml,Dosierflasche 500 ML,aldi-nord,0.158
11,Gut Drei Eichen Hausmacher Jagdwurst,1.79,100 Gramm,Glas 250 Gramm,aldi-nord,0.72
12,Hallbauer / Aldi Nord Frischkäse,0.99,100 Gramm,Packung 300 Gramm,aldi-nord,0.33
13,Markus Kaffee Gold fein-würzig,3.19,100 Gramm,Packung 500 Gramm,aldi-nord,0.638
14,Ofterdinger Aldi Nord Kartoffelsalat mit Creme Fraiche,1.49,100 Gramm,Becher 1 KG,aldi-nord,0.149
15,Pottkieker Erbsen Eintopf mit geräuchertem Schweinebauch,0.99,100 Gramm,Dose 800 Gramm,aldi-nord,0.124
16,Goldähren Butter Toast geschnitten,0.69,100 Gramm,Beutel 500 Gramm,aldi-nord,0.13799999999999998
17,Buttella Raps Vitalöl Kaltgepresst,0.99,100 ml,Flasche Glas 0.5 L,aldi-nord,0.198
18,Meica Curry King,1.49,100 Gramm,Packung 220 Gramm,aldi-nord,0.68
19,Iglo Schlemmer-Filet Classic a la Bordelaise,3.19,100 Gramm,Packung 380 Gramm,aldi-nord,0.8390000000000001
20,Ursi Mon Dessert Double Choc,0.39,100 Gramm,Becher 175 Gramm,aldi-nord,0.22
21,Buttella feines Sonnenblumenöl,0.99,100 ml,Flasche Kunststoff 1 L,aldi-nord,0.099
22,"Milsani Kondensmilch 7,5 % Fett",0.56,100 ml,Packung 319 ML,aldi-nord,0.18
23,Milsani H-Schlagsahne 30% Fett,0.63,100 Gramm,Pack 200 Gramm,aldi-nord,0.32
24,"Milsani Frische fettarme Milch 1,5 % Fett",0.63,100 ml,Getränkekarton 1 L,aldi-nord,0.063
25,Iglo Rahmspinat der mit dem Blubb,1.89,100 Gramm,Packung 750 Gramm,aldi-nord,0.252
26,River Cola / Aldi Nord,0.29,100 ml,Pet-Flasche 1.5 L,aldi-nord,0.019
27,Eskimo / Aldi Nord Fischstäbchen,1.99,100 Gramm,Packung 450 Gramm,aldi-nord,0.442
28,Nordholmer Friesentopf Sahne Heringsfilets,1.39,100 Gramm,Becher 400 Gramm,aldi-nord,0.348
29,Milsani Sprühfertige Schlagsahne mit Zucker,1.19,100 ml,Sprühflasche 250 ML,aldi-nord,0.48
30,Buttella Looping Halbfett Margarine nur 39% Fett,0.69,100 Gramm,Becher 500 Gramm,aldi-nord,0.13799999999999998
31,Schnell und Lecker / Aldi Nord Hühnerfrikassee mit zarten Gemüse,0.99,100 Gramm,Packung 260 Gramm,aldi-nord,0.38
32,Gut Bio Finnkorn Vollkorn-Toastbrötchen,0.79,100 Gramm,Schale 250 Gramm,aldi-nord,0.32
33,Ofterdinger Aldi Nord Delikatess Fleischsalat,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,0.22
34,Tamara Konfitüre extra Sauerkirsch,2.89,100 Gramm,Folie 350 Gramm,aldi-nord,0.83
35,Hofburger Bayerischer Alpenweichkäse mild & Cremig,0.89,100 ml,"Flasche 0,2l",aldi-nord,0.445
36,Stolzenfels Sekt trocken,7.49,100 Gramm,Packung 1 KG,aldi-nord,0.749
37,Moreno / Aldi Nord Caffe Crema ganze Bohnen,0.39,100 Gramm,Packung 1000 Gramm,aldi-nord,0.039
38,Goldähren Qualitäts Weizenmehl Type 405,1.49,100 Gramm,Becher 1 KG,aldi-nord,0.149
39,Ofterdinger Aldi Nord Frischer Weißkrautsalat,0.63,100 Gramm,Becher 200 Gramm,aldi-nord,0.32
40,Milsani Aldi Nord Schlagsahne 30 % Fett,0.65,100 Gramm,Becher 500 Gramm,aldi-nord,0.13
41,Delikata Frühstücks Margarine,0.75,100 Gramm,Beutel 500 Gramm,aldi-nord,0.15
42,Gut Bio Fussili,0.95,100 ml,Dosierflasche 500 ML,aldi-nord,0.19
43,Delikato Würzige Remoulade Dosierflasche,2.89,100 Gramm,Folie 350 Gramm,aldi-nord,0.83
44,Tamara Konfitüre extra Waldfrucht,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,0.22
45,Freihofer Gourmet Frische Belgische Pralinen gekühlt,5.49,100 Gramm,Packung 500 Gramm,aldi-nord,1.1
46,Landbeck / Aldi Nord Meister Bratwurst,2.59,100 Gramm,"Packung 540 Gramm, 6 x 90g",aldi-nord,0.48
47,Ursi lockerer Sahne Pudding Schoko,0.35,100 Gramm,Becher 200 Gramm,aldi-nord,0.18
48,Biscotto Kokos Törtchen,1.79,100 Gramm,Packung 400 Gramm,aldi-nord,0.45
49,Reichsgraf Butterstollen,3.19,100 Gramm,Packung 750 Gramm,aldi-nord,0.425
50,Sterngold Bananen-Nektar aus Bananenmark,0.85,100 ml,Flasche Kunststoff 1 L,aldi-nord,0.08499999999999999
51,Flora Danica Frischkäse sahnig-cremig,0.99,100 Gramm,Packung 300 Gramm,aldi-nord,0.33
52,Lisani Chester Schmelzkäse,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,0.4
53,Gut Bio Honigauslese flüssig,3.55,100 Gramm,Glas 500 Gramm,aldi-nord,0.71
54,Pottkieker Hühnersuppentopf mit Muschelnudeln,0.85,100 Gramm,Dose 800 Gramm,aldi-nord,0.10600000000000001
55,Pottkieker Texas Eintopf mit Chilibohnen und Paprika - feurig,0.85,100 Gramm,Dose 800 Gramm,aldi-nord,0.10600000000000001
56,Haribo Goldbären,0.99,100 Gramm,Beutel 200 Gramm,aldi-nord,0.5
57,Rookhus Graved Lachs geräuchert in Scheiben,3.89,100 Gramm,Folie 150 Gramm,aldi-nord,2.59
58,Mertenbach Leberwurst fein,0.99,100 Gramm,Becher 175 Gramm,aldi-nord,0.57
59,Mertenbach Leberwurst grob,0.99,100 Gramm,Becher 175 Gramm,aldi-nord,0.57
60,Gut Bio Honig cremig,3.55,100 Gramm,Glas 500 Gramm,aldi-nord,0.71
61,Feurich Chips Paprika,0.75,100 Gramm,Beutel 200 Gramm,aldi-nord,0.38
62,Kurpfalz Rolle Doppelkeks mit Kakaocreme-Füllung,0.79,100 Gramm,Rolle 500 Gramm,aldi-nord,0.16
63,"Milsani Haltbare fettarme H-Milch 1,5% Fett",0.63,100 ml,Getränkekarton 1 L,aldi-nord,0.063
64,Traders Joes Californische Pistazien geröstet und gesalzen,3.19,100 Gramm,Beutel 250 Gramm,aldi-nord,1.28
65,Golden Fruit Apfelmus,0.55,100 Gramm,Getränkekarton 710 Gramm,aldi-nord,0.077
66,delikato Wein Branntwein Essig für den milden Salat-Genuss,0.39,100 ml,Flasche Kunststoff 1 L,aldi-nord,0.039
67,Traders Joes Eis Tee Pfirsich,0.49,100 ml,"Pet Flasche 1,5L",aldi-nord,0.033
68,"Milsani H-Vollmilch 3,5% Fett",0.71,100 ml,Getränkekarton 1 L,aldi-nord,0.071
69,Delikato Salat Mayonnaise,0.79,100 ml,Glas 500 ML,aldi-nord,0.158
70,Holstensegen Wellenschnitt Pommes,1.39,100 Gramm,Packung 1000 Gramm,aldi-nord,0.13899999999999998
71,Goldähren Dreikorn Toast,0.59,100 Gramm,Beutel 500 Gramm,aldi-nord,0.118
72,Gut Drei Eichen Edelsalami,4.29,100 Gramm,Folie 650 Gramm,aldi-nord,0.6599999999999999
73,Goldähren Bauernschnitten geschnitten,0.59,100 Gramm,Beutel 500 Gramm,aldi-nord,0.118
74,Milsani Deutsche Markenbutter,1.39,100 Gramm,Packung 250 Gramm,aldi-nord,0.56
75,Gut Bio Spaghetti,0.75,100 Gramm,Beutel 500 Gramm,aldi-nord,0.15
76,Gut Bio Penne aus BIO-Vollkorn,0.75,100 Gramm,Beutel 500 Gramm,aldi-nord,0.15
77,Landbeck / Aldi Nord Wiener Würstchen,2.79,100 Gramm,Packung 400 Gramm,aldi-nord,0.6980000000000001
78,Maggi Würze Tischflasche,1.69,100 Gramm,Flasche Glas 250 Gramm,aldi-nord,0.68
79,Funny Frisch Chipsfrisch Ungarisch,1.39,100 Gramm,Beutel 175 Gramm,aldi-nord,0.79
80,Eskimo / Aldi Nord Knusperfilet Backteig,1.99,100 Gramm,Packung 400 Gramm,aldi-nord,0.49800000000000005
81,Ofterdinger Shrimps in Dillsauce,1.79,100 Gramm,Becher 200 Gramm,aldi-nord,0.9
82,Traders Joes Macadamia Nüsse trockengeröstet und gesalzen,2.99,100 Gramm,Beutel 125 Gramm,aldi-nord,2.39
83,Trader Joes Kalifornische Walnusskerne,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,1.0
84,"Landbeck / Aldi Nord Wiener Würstchen im zarten Saitling, 6 Stück x 50g",2.49,100 Gramm,Dose 300 Gramm,aldi-nord,0.8300000000000001
85,Güldenhof Geflügel Wiener Würstchen,1.89,100 Gramm,Packung 300 Gramm,aldi-nord,0.63
86,Ursi Schoko Drink,0.49,100 ml,Getränkekarton 0.5 L,aldi-nord,0.098
87,Mertenbach Teewurst fein,0.99,100 Gramm,Becher 125 Gramm,aldi-nord,0.79
88,Aldi Nord Blütenhonig Cremig,2.29,100 Gramm,Glas 500 Gramm,aldi-nord,0.458
89,Landbeck / Aldi Nord Schinken-Pfefferlinge,2.79,100 Gramm,Packung 300 Gramm,aldi-nord,0.93
90,Andi Bratheringsfilets,0.99,100 Gramm,Dose 325 Gramm,aldi-nord,0.305
91,Ofterdinger Shrimps in Cocktailsauce,1.79,100 Gramm,Becher 200 Gramm,aldi-nord,0.9
92,Trader Joes ganze Cranberries gezuckert,1.99,100 Gramm,Beutel 200 Gramm,aldi-nord,1.0
93,Schovit / Aldi Nord Kakaohaltiges Getränkepulver,2.29,100 Gramm,Dose 800 Gramm,aldi-nord,0.286
94,Aldi Nord Kartoffelpüree 6 x 3  Portionen,0.99,100 Gramm,Beutel 250 Gramm,aldi-nord,0.4
95,Goldähren Steinofen Baguette Original französisch,0.49,100 ml,Getränkekarton 0.5 L,aldi-nord,0.098
96,Ursi Schoko Drink fettarm,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,0.398
97,Sölde Frikadellen,2.39,100 Gramm,Packung 250  Gramm,aldi-nord,0.96
98,Kerrygold Original Irische Butter mildgesäuert,1.05,100 Gramm,Becher 400 Gramm,aldi-nord,0.263
99,Delikato Sahne Heringsfilets mit frischer Sahne,1.59,100 Gramm,Packung 200 Gramm,aldi-nord,0.8
100,Biscotto Limonaie Feines Gebäck mit Zitronencreme,1.89,100 Gramm,Schale 150 Gramm,aldi-nord,1.26
101,Böklunder Hähnchenbrust Filetstücke Klassik,0.89,100 Gramm,Becher 150 Gramm,aldi-nord,0.59
102,Ofterdinger Brotaufstrich Alaska Seelachs,1.29,Preis pro 100 Stück,Packung 200 Gramm,aldi-nord,0.65
103,Nussbeisser Schokolade Vollmilchschokolade mit ganzen Nüssen,0.59,100 Gramm,Tafel 100 Gramm,aldi-nord,0.59
104,Albona Genießerkuchen Marmor,1.59,100 Gramm,Packung 455 Gramm,aldi-nord,0.34900000000000003
105,Biscotto Schoko Duo Vollmilch,0.69,100 Gramm,Packung 125 Gramm,aldi-nord,0.55
106,Biscotto a la carte Gebäck & Waffelmischung,0.99,100 Gramm,Packung 500 Gramm,aldi-nord,0.198
107,Landbeck / Aldi Nord Curry Wurst,1.39,100 Gramm,Packung 220 Gramm,aldi-nord,0.63
108,Sölde Mini Frikadellen,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,0.398
109,Feurich Salzstangen,0.39,100 Gramm,Beutel 250 Gramm,aldi-nord,0.16
110,"Andi Geteilte Heringsfilets in Tomaten-Sauce, geteilt",0.75,100 Gramm,Dose 200 Gramm,aldi-nord,0.38
111,Gletscherkrone Nugat Bits,1.99,100 Gramm,Packung 750 Gramm,aldi-nord,0.265
112,Holstensegen Pommes frites,1.19,100 Gramm,Packung 1000 Gramm,aldi-nord,0.119
113,"Trader Joes Lammsteaks mariniert, 5 - 6 Stück",5.99,100 Gramm,Packung 400 Gramm,aldi-nord,1.498
114,Milsani Creme fraiche classic,0.67,100 Gramm,Becher 200 Gramm,aldi-nord,0.34
115,Gut Bio Frische Bio-Eier,1.59,Preis pro Stück,Packung 6 Stück,aldi-nord,0.27
116,Delikato Delikatess Majonnaise,0.95,100 ml,Flasche Kunststoff 500 ML,aldi-nord,0.19
117,Wies Gart / Aldi Nord Apfelschorle 60% Fruchtgehalt,0.39,100 ml,Pet-Flasche 1.5 L,aldi-nord,0.026000000000000002
118,Traders Joes Pinienkerne,2.29,100 Gramm,Beutel 50 Gramm,aldi-nord,4.58
119,Rookhus Echter Räucherlachs,3.99,100 Gramm,Folie 200 Gramm,aldi-nord,2.0
120,"Milsani Fettarmer Joghurt mild Natur, 1,5% Fett",0.49,100 Gramm,Becher 500 Gramm,aldi-nord,0.098
121,Original Wagner Steinofen Pizza Salami,2.29,100 Gramm,Packung 320  Gramm,aldi-nord,0.72
122,Dr. Oetker Ristorante Pizza Salame,2.49,100 Gramm,Karton 320 Gramm,aldi-nord,0.78
123,Wagner herzhafter Flammkuchen Unser Original,2.29,100 Gramm,Packung 300 Gramm,aldi-nord,0.76
124,Gletscherkrone Vollkorn Haferkissen mit wichtigen Vitaminen,1.99,100 Gramm,Packung 750 Gramm,aldi-nord,0.265
125,delikato Tafel Meerrettich Scharf-Würzig zubereitet,0.59,100 Gramm,Glas 140 Gramm,aldi-nord,0.42
126,Ofterdinger Geflügel Salat fruchtig,0.99,100 Gramm,Becher 200 Gramm,aldi-nord,0.5
127,"Solo Luxus Toilettenpapier 4-lagig, 10 x 160 Blatt",2.95,Preis pro 1000 Blatt,Packung 1600 Blatt,aldi-nord,1.84
128,Ursi Sahne Milchreis Classic,0.29,100 Gramm,Becher 200 Gramm,aldi-nord,0.15
129,Biscotto Schoko-Butter Gebäck,1.49,100 Gramm,Packung 300 Gramm,aldi-nord,0.5
130,Biscotto American Cookies,0.79,100 Gramm,Packung 225 Gramm,aldi-nord,0.35
131,Goldähren Vital & Fit geschnitten,0.99,100 Gramm,Beutel 500 Gramm,aldi-nord,0.198
132,Goldähren Eiweißbrot,1.99,100 Gramm,Folie 500 Gramm,aldi-nord,0.4
133,Goldähren Milchbrötchen,1.39,100 Gramm,Folie 480 Gramm,aldi-nord,0.29
134,MAMA MANCINI Pizza al Gusto 400 g + 200 g zubereitete Tomatensauße,1.59,100 Gramm,Packung 600 Gramm,aldi-nord,0.265
135,Traders Joes Sultaninen ungeschwefelt,0.79,100 Gramm,Beutel 250 Gramm,aldi-nord,0.32
136,Traders Joes Wild Preiselbeeren Skandinavisch,1.09,100 Gramm,Glas 400 Gramm,aldi-nord,0.273
137,Goldähren Super Sandwich American Style - geschnitten,0.89,100 Gramm,Beutel 750 Gramm,aldi-nord,0.119
138,"Gut Bio Joghurt Pur 3,5% Fett",0.35,100 Gramm,Becher 150 Gramm,aldi-nord,0.233
139,Traders Joes Kalifornische Mandeln,1.99,100 Gramm,Beutel 200 Gramm,aldi-nord,1.0
140,Holstensegen Knusper Rösti-Ecken,1.29,100 Gramm,Packung 750 Gramm,aldi-nord,0.172
141,Landbeck / Aldi Nord Mini Schinkenknacker herzhaft & heißgeräuchert,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,1.0
142,Landbeck / Aldi Nord Mini Schinkenknacker geräuchert Rohwurst,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,1.0
143,Biscotto Kurpfalz Rolle Doppelkeks,0.99,100 Gramm,Rolle 500 Gramm,aldi-nord,0.2
144,"Milsani laktosefreie fettarme H-Milch 1,5% Fett",0.95,100 ml,Getränkekarton 1 L,aldi-nord,0.095
145,Raffaello Pralinen Kokos-Mandel,2.99,100 Gramm,Packung 230 Gramm,aldi-nord,1.3
146,Ferrero Kinder Riegel,1.99,100 Gramm,"10 x 21 g, Packung 210 Gramm",aldi-nord,0.95
147,Fair Fairtrade Blütenhonig cremig,3.59,100 Gramm,Glas 500 Gramm,aldi-nord,0.718
148,Ursi lockerer Sahne Pudding Vanilla,0.35,100 Gramm,Becher 200 Gramm,aldi-nord,0.18
149,Gut Bio Gemüsesaft aus sechs Gemüsesorten,1.19,100 ml,Getränkekarton 1 L,aldi-nord,0.119
150,Casa Morando Pesto Calabrese Verde,1.19,100 Gramm,Glas 190 Gramm,aldi-nord,0.63
151,Casa Morando Pesto Calabrese,1.19,100 Gramm,Glas 190 Gramm,aldi-nord,0.63
152,Ursi Sahne Milchreis Schoko,0.29,100 Gramm,Becher 200 Gramm,aldi-nord,0.15
153,Biscotto Butterkeks je 2 x 200 g,0.99,100 Gramm,Packung 400 Gramm,aldi-nord,0.25
154,Biscotto Vollkorn Butterkeks,0.99,100 Gramm,Packung 400 Gramm,aldi-nord,0.25
155,Biscotto Jaffa Cake,0.99,100 Gramm,Packung 300 Gramm,aldi-nord,0.33
156,Biscotto Schoko Butterkeks Edelherb,0.69,100 Gramm,Packung 125 Gramm,aldi-nord,0.55
157,Reichsgraf Edelmarzipan Stollen,2.99,100 Gramm,Packung 1000 Gramm,aldi-nord,0.29900000000000004
158,Milsani Joghurt Natur,0.69,100 Gramm,Becher 600 Gramm,aldi-nord,0.11499999999999999
159,Landbeck Schinken Bockwürstchen,1.29,100 Gramm,Glas 380 Gramm,aldi-nord,0.34
160,Biscotto Hafertaler Double Choc Schwedengebäck,2.49,100 Gramm,Packung 525 Gramm,aldi-nord,0.47
161,Gut Drei Eichen Hauchfein Aufschnitt Putenbrust mit Honig 2 % Fett,1.79,100 Gramm,Packung 150 Gramm,aldi-nord,1.19
162,Nordholmer Friesentopf Heringsfilets in Joghurtsoße mit Gartenkräutern,1.39,100 Gramm,Becher 400 Gramm,aldi-nord,0.348
163,Biscotto Vital Gebäck Cashewkerne und Erdnüsse,1.59,100 Gramm,Beutel 200 Gramm,aldi-nord,0.8
164,Tamara Konfitüre extra Aprikose,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,0.22
165,Gut Drei Eichen Katenschinken,1.79,100 Gramm,Packung 250 Gramm,aldi-nord,0.72
166,Gut Drei Eichen Leicht & lecker Rohschinken,1.79,100 Gramm,Packung 150 Gramm,aldi-nord,1.19
167,Eskimo / Aldi Nord Rahmspinat mit frischer Sahne,0.35,100 Gramm,Packung 450 Gramm,aldi-nord,0.078
168,Goldähren Vollkorn Sandwichtoast geschnitten,0.89,100 Gramm,Beutel 750 Gramm,aldi-nord,0.119
169,"Gut Bio Landsalami luftgetrocknet, in Scheiben",1.99,100 Gramm,Packung 125 Gramm,aldi-nord,1.59
170,"Gut Bio Landsalami mit grünem Pfeffer, in Scheiben",1.99,100 Gramm,Packung 125 Gramm,aldi-nord,1.59
171,Holstensegen Kartoffel Knuspertaschen Emmentaler Beachamel,1.89,100 Gramm,Packung 600 Gramm,aldi-nord,0.315
172,Sprengel / Aldi Nord Edelste Pralinen mit feiner Vollmilchschokolade,3.99,100 Gramm,Packung 300 Gramm,aldi-nord,1.33
173,Buttella Pflanzencreme,3.35,Preis pro 1000 Blatt,Packung 1600 Blatt,aldi-nord,2.09
174,"Kokett Toilettenpapier 4-lagig, 10 x 160 Blatt",1.55,Preis pro 1000 Blatt,Packung 204 Blatt,aldi-nord,7.6
175,"Kokett Küchenrollen 3-lagig, 4 x 51 Blatt",0.79,100 Gramm,Becher 500  Gramm,aldi-nord,0.158
176,Deli Reform Margarine Das Original,1.69,100 Gramm,"Netz 120 Gramm, 6 x 20 g",aldi-nord,1.41
177,Ferrero Milchschnitte,1.99,100 Gramm,"10 x 28 g, Packung 280 Gramm",aldi-nord,0.71
178,Tamara Konfitüre extra Kirsch-Maracuja-Pfirsich,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,0.22
179,Goldähren Rosinenschnitten,0.99,100 Gramm,Packung 400 Gramm,aldi-nord,0.248
180,Casa Morando Bolognese Sauce,0.79,100 ml,Glas 400 ML,aldi-nord,0.198
181,Sontner Vanille Zauber Vanilla & Quark,0.99,100 Gramm,Becher 500 Gramm,aldi-nord,0.198
182,Goldähren Landbrot Weizenmischbrot geschnitten,1.19,100 Gramm,Beutel 1000 Gramm,aldi-nord,0.119
183,Biscotto a la carte Waffelmischung,0.99,100 Gramm,Packung 500 Gramm,aldi-nord,0.198
184,Mertenbach Teewurst light,0.99,100 Gramm,Becher 125 Gramm,aldi-nord,0.79
185,Mertenbach Teewurst grob,0.99,100 Gramm,Becher 125 Gramm,aldi-nord,0.79
186,Ursi feine Vanilla Creme mit Sahne,0.25,100 Gramm,Becher 200 Gramm,aldi-nord,0.13
187,Reichsgraf Creme Kugeln Milchcreme,1.49,100 Gramm,Packung 150 Gramm,aldi-nord,0.99
188,Milsani Kaffeesahne Kännchen,0.39,100 Gramm,Becher 200 Gramm,aldi-nord,0.2
189,Ursi Mon Dessert Double Nut,0.39,100 Gramm,Becher 175 Gramm,aldi-nord,0.22
190,Goldähren Eiweißbrot,1.49,100 Gramm,Folie 250 Gramm,aldi-nord,0.6
191,"Goldähren Mehrkorn Toastbrötchen Mehrkorn, 6 Stück",0.89,100 Gramm,Beutel 335 Gramm,aldi-nord,0.27
192,Genusskrone Düsseldorfer scharfer Senf,0.49,100 Gramm,Glas 200 Gramm,aldi-nord,0.25
193,Landbeck / Aldi Nord Mini Kabanossi mit Käse,1.99,100 Gramm,Packung 250 Gramm,aldi-nord,0.8
194,Gut Bio Soja Schnitzel paniert rein pflanzlich,1.79,100 Gramm,Packung 175 Gramm,aldi-nord,1.02
195,Gut Bio Veggie Burger,1.79,100 Gramm,Packung 175 Gramm,aldi-nord,1.02
196,Biscotto Doppelino 2 x 250 g Gebäck mit Creme Füllung,1.69,100 Gramm,Packung 500 Gramm,aldi-nord,0.34
197,Ofterdinger Metzger Feiner Fleischsalat,0.79,100 Gramm,Becher 200 Gramm,aldi-nord,0.4
198,Ofterdinger Metzger Kräuter Fleischsalat,0.79,100 Gramm,Becher 200 Gramm,aldi-nord,0.4
199,Landbeck / Aldi Nord Mini Kabanossi scharf,1.99,100 Gramm,Packung 250 Gramm,aldi-nord,0.8
200,Lisani Holländer Schmelzkäse,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,0.4
201,Lisani Allgäuer Schmelzkäsescheiben,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,0.4
202,Casa Morando Spaghetti mit Ei,0.55,100 Gramm,Packung 500 Gramm,aldi-nord,0.11000000000000001
203,Moreno Kaffeepads Klassisch,2.79,100 Gramm,Packung 288 Gramm,aldi-nord,0.0
204,Maternus Gold,1.79,100 ml,"Pack 3 L, 6 x 0,5 L, Pet-Flasche",aldi-nord,0.06
205,Diadem Raffinade Zucker feine Körnung,0.75,100 Gramm,Packung 1000 Gramm,aldi-nord,0.075
206,"Karlsquell / Aldi Nord Radler Alsterwasser - 6 x 0,5 L",1.79,100 ml,Pack 3 L,aldi-nord,0.06
207,"Maternus Pilsner 6-er 6 x 0,5 L, Pet-Flasche",1.79,100 ml,Pack 3 L,aldi-nord,0.06
208,Gletscherkrone Zimt Chips,1.99,100 Gramm,Packung 750 Gramm,aldi-nord,0.265
209,"Milsani Frische Vollmilch 3,5% Fett",0.71,100 ml,Getränkekarton 1 L,aldi-nord,0.071
210,ideal Haferflocken Köstlich-zarte Vollkorn Haferflocken,0.39,100 Gramm,Packung 500 Gramm,aldi-nord,0.078
211,Coq de France Französischer Weichkäse 60% Fett,0.99,100 Gramm,,aldi-nord,0.5
212,Gletscherkrone Schoko Chips,1.99,100 Gramm,Packung 750 Gramm,aldi-nord,0.265
213,Golden Seafood Alaska Seelachsfilet natur,4.99,100 Gramm,Packung 1000 Gramm,aldi-nord,0.499
214,Delikato Joghurt Dressing light,0.75,100 ml,Dosierflasche 250 ML,aldi-nord,0.3
215,Chateau Milch Jumbo Haselnuss,1.09,100 Gramm,Packung 150 Gramm,aldi-nord,0.73
216,Fjördens Bratheringsfilets,1.19,100 Gramm,Dose 325 Gramm,aldi-nord,0.366
217,Ravini Aldi Nord Hugo Mit Holunderblüte und Minze,1.29,100 ml,Flasche Glas 0.75 L,aldi-nord,0.172
218,Krombacher Pils,0.79,100 ml,"Dose 0,5L",aldi-nord,0.158
219,Rotkäppchen Sekt Halbtrocken,3.99,100 ml,Flasche Glas 0.75 L,aldi-nord,0.532
220,Original Wagner Steinofen Pizza Speciale,2.29,100 Gramm,Packung 350 Gramm,aldi-nord,0.65
221,Dr. Oetker Ristorante Pizza Tonno,2.49,100 Gramm,Packung 355 Gramm,aldi-nord,0.701
222,Dr. Oetker Ristorante Pizza Hawaii,2.49,100 Gramm,Packung 355 Gramm,aldi-nord,0.7
223,Biscotto Schoko Waffeln Zartbitter,1.29,100 Gramm,Packung 175 Gramm,aldi-nord,0.74
224,Biscotto Schoko Waffeln Vollmilch,1.29,100 Gramm,Packung 175 Gramm,aldi-nord,0.74
225,Güldenhof Geflügel Wiener Würstchen mit Käse und Paprika,1.89,100 Gramm,Packung 300 Gramm,aldi-nord,0.63
226,Miracle Whip Balance,1.59,100 ml,Glas 500 ML,aldi-nord,0.318
227,Miracel Whip Klassik,1.59,100 ml,Glas 500 ML,aldi-nord,0.318
228,De Beukelaer Prinzen Rolle mit Kakaocreme,1.49,100 Gramm,Rolle 400 Gramm,aldi-nord,0.37
229,Ehrmann Grand Dessert Plus Double-Choc,0.79,100 Gramm,Becher 190 Gramm,aldi-nord,0.42
230,Funny Frisch Chipsfrisch Peperoni,1.39,100 Gramm,Beutel 175 Gramm,aldi-nord,0.79
231,Gourmet Gänsebrust,1.99,100 Gramm,Packung 80 Gramm,aldi-nord,2.49
232,Gourmet Ziegenfrischkäse im Speckmantel,1.69,100 Gramm,Packung 90 Gramm,aldi-nord,1.88
233,Gourmet Mousse au Chocolat Milchschokolade,2.99,100 Gramm,Dose 400 Gramm,aldi-nord,0.75
234,Rolffes / Aldi Nord Pastrami mit Pfefferkruste,1.99,100 Gramm,Packung 150 Gramm,aldi-nord,1.33
235,Disney Küche Fleischwurst,1.29,100 Gramm,,aldi-nord,0.86
236,Disney Küche Wiener Würstchen,1.29,100 Gramm,Packung 175 Gramm,aldi-nord,0.737
237,Biscotto Jaffa Cake Pfirsich Maracuja,0.99,100 Gramm,,aldi-nord,0.33
238,Haribo Pico-Balla,0.99,100 Gramm,Beutel 175 Gramm,aldi-nord,0.57
239,"Pure Fruit Exotic Direktsaft Direktsaft - Ananas, Orange, Mango",1.49,100 ml,Getränkekarton 1 L,aldi-nord,0.149
240,Joynuts Erdnuss Flips,0.59,100 Gramm,Beutel 200 Gramm,aldi-nord,0.0
241,Van Botta Butterkeks 2 x 200 g,0.89,100 Gramm,Packung 400 Gramm,aldi-nord,0.22
242,Delikato Forellenfilets Regenbogen Forellenfilets,1.39,100 Gramm,Vakuum 125 Gramm,aldi-nord,1.11
