,Name,Price,Unit,Packet Size,Supermarket,Comparable Price
0,Almare Sahne Heringsfilets in Sahnesauce,1.35,100 Gramm,Schale 400 Gramm,aldi-sued,0.33799999999999997
1,Coca Cola,0.99,100 ml,Pet-Flasche 1.25 L,aldi-sued,0.079
2,Desira Grieß Pudding Pur,0.35,100 Gramm,Becher 175 Gramm,aldi-sued,0.2
3,"bio Aldi Süd frische Bio-Vollmilch längerfrisch, 3,8% Fett",1.05,100 ml,Getränkekarton 1 L,aldi-sued,0.10500000000000001
4,Nutella,3.89,100 Gramm,"Glas 880 Gramm, + 80 g Gratis",aldi-sued,0.442
5,Landvogt Original Schwäbische Maultaschen mit einer leckeren Fleisch-Füllung,1.29,100 Gramm,Packung 360 Gramm,aldi-sued,0.36
6,Choco Bistro Doppelino Haselnusskekse mit Cremefüllung,1.69,100 Gramm,Packung 500 Gramm,aldi-sued,0.34
7,Iglo Schlemmer-Filet Classic a la Bordelaise,2.99,100 Gramm,Packung 380 Gramm,aldi-sued,0.787
8,Aldi Süd bio Honig flüssig,3.55,100 Gramm,Glas 500 Gramm,aldi-sued,0.71
9,Choceur Aldi Süd Schoko Milch Riegel,1.29,100 Gramm,Packung 200 Gramm,aldi-sued,0.65
10,Bio Aldi Süd Bio Hackfleisch gemischt,3.59,100 Gramm,Packung 400 Gramm,aldi-sued,0.898
11,Aldi Süd bio Eier M / L,2.69,Preis pro Stück,Packung 10 Stück,aldi-sued,0.27
12,Milfina  H- Schmand,0.53,100 Gramm,Becher 200 Gramm,aldi-sued,0.27
13,Aldi Süd bio Garnelen,4.49,100 Gramm,Packung 250 Gramm,aldi-sued,1.8
14,Aldi Süd bio Butter,2.29,100 Gramm,Packung 250 Gramm,aldi-sued,0.92
15,Choceur Mints Pfefferminz-Creme-Füllung,1.79,100 Gramm,Packung 300 Gramm,aldi-sued,0.6
16,Desira Frucht auf Joghurt Pfirsich Maracuja,0.35,100 Gramm,Becher 150 Gramm,aldi-sued,0.23
17,la finesse Aldi Süd Kartoffel Knuspertaschen mit Frischkäse,1.89,100 Gramm,Beutel 600 Gramm,aldi-sued,0.315
18,Wiha Aldi Süd Nussknacker mit ganzen Nüssen,0.59,100 Gramm,,aldi-sued,0.0
19,Cucina Lasagne Bolognese,2.99,100 Gramm,Packung 1000 Gramm,aldi-sued,0.29900000000000004
20,"Sweet Valley Schattenmorellen entsteint, gezuckert",0.79,100 Gramm,Glas 680 Gramm,aldi-sued,0.11599999999999999
21,Aldi Süd Irische Butter,1.59,100 Gramm,Packung 250 Gramm,aldi-sued,0.64
22,rio d oro Premium Apfel Direktsaft naturtrüb,0.79,100 ml,Getränkekarton 1 L,aldi-sued,0.079
23,Alpenmark Emmentaler gerieben,1.39,100 Gramm,Beutel 200 Gramm,aldi-sued,0.7
24,rio d oro Orangensaft Premium Direktsaft direkt gepresst,1.49,100 ml,Flasche Kunststoff 1 L,aldi-sued,0.149
25,Knusperone Honey Rings,1.99,100 Gramm,Packung 600 Gramm,aldi-sued,0.33199999999999996
26,Milfina Süßrahmbutter,1.39,100 Gramm,Packung 250 Gramm,aldi-sued,0.56
27,Dr. Oetker Rote Grütze herrlich fruchtig,1.99,100 Gramm,Becher 500 Gramm,aldi-sued,0.398
28,Milfina Schlag-Sahne Sprühsahne,1.09,100 ml,Sprühflasche 250 ML,aldi-sued,0.44
29,Choceur Feine Mozartkugeln Vollmilch,1.99,100 Gramm,Packung 200 Gramm,aldi-sued,1.0
30,Choceur Schokolade Alpenmilch,0.49,100 Gramm,Tafel 100 Gramm,aldi-sued,0.49
31,rio d oro Apfelsaft aus Apfelsaftkonzentrat,0.59,100 ml,Getränkekarton 1 L,aldi-sued,0.059
32,Geka Chicken Nuggets Cornflakes Sweet Chili,1.99,100 Gramm,Packung 200 Gramm,aldi-sued,1.0
33,rio d oro Blutorangen Direktsaft,1.79,100 ml,Flasche Kunststoff 1 L,aldi-sued,0.179
34,Gartenkrone Rahmspinat mild gewürzt,0.49,100 Gramm,Packung 450 Gramm,aldi-sued,0.10900000000000001
35,"Ramazzotti Amaro Kräuterbitter, 30% Vol.",12.99,100 ml,Flasche Glas 0.7 L,aldi-sued,1.8559999999999999
36,Aldi Süd Farmer Cashews geröstet und gesalzen,1.69,100 Gramm,,aldi-sued,1.13
37,Milfina Deutsche Markenbutter mild gesäuert,1.49,100 Gramm,Packung 250 Gramm,aldi-sued,0.6
38,alio Geschirr Reiniger Tabs All in One,2.95,Preis pro 100 Stück,Packung 40 Stück,aldi-sued,7.38
39,Almare Dill Sahne Heringsfilets in Dill-Sahnesauce mit feinen Dillgurken,1.35,100 Gramm,Becher 400 Gramm,aldi-sued,0.33799999999999997
40,Belmont Aldi Süd Hofer Instant Volles Aroma,3.79,100 Gramm,Glas 200 Gramm,aldi-sued,1.9
41,Milfina streichfein ungesalzen Butter mit Rapsöl,1.29,100 Gramm,Packung 250 Gramm,aldi-sued,0.52
42,Coppenrath & Wiese Unsere Goldstücke Weizenbrötchen,1.39,100 Gramm,"Packung 450 Gramm, 9 Stück",aldi-sued,0.309
43,"Almare Garnelen gekocht, geschält",2.29,100 Gramm,Packung 100 Gramm,aldi-sued,2.29
44,Tizio Caffee Gustoso ganze Bohne,6.49,100 Gramm,Packung 1000 Gramm,aldi-sued,0.649
45,"bio Aldi Süd frische Fettarme Biomilch 1,5% Fett",0.95,100 ml,Getränkekarton 1 L,aldi-sued,0.095
46,Choceur Edle Kirschen Feine Likör Kirsch Pralinen,1.79,100 Gramm,Packung 250 Gramm,aldi-sued,0.72
47,One World Blütenhonig cremig,3.59,100 Gramm,Glas 500 Gramm,aldi-sued,0.718
48,Wonnemayer Feinkost Salat Geflügelsalat mit Früchten,0.89,100 Gramm,Schale 250 Gramm,aldi-sued,0.36
49,Wonnemayer Feinkost  Pellkartoffel-Salat mit Sahne verfeinert,1.69,100 Gramm,Schale 1 KG,aldi-sued,0.16899999999999998
50,"Fresh & Free Zahnpflegekaugummi Active - Honey & Lemon, 6 x14 g",0.85,100 Gramm,Multipackung 84 Gramm,aldi-sued,1.01
51,"Ponnath Aldi Süd Münchner Weißwurst echt bayrisch, 5 Stück",1.89,100 Gramm,Packung 300 Gramm,aldi-sued,0.63
52,Cucina Steinofen Pizza Mozzarella,1.59,100 Gramm,Packung 430 Gramm,aldi-sued,0.37
53,Aldi Süd Chicken Nuggets,1.79,100 Gramm,Packung 500 Gramm,aldi-sued,0.358
54,Atka / Aldi Süd King Prawns Natur,3.99,100 Gramm,Packung 250 Gramm,aldi-sued,1.6
55,Almare Frische Miesmuscheln,2.99,100 Gramm,Packung 1000 Gramm,aldi-sued,0.29900000000000004
56,Landvogt Gemüse Maultaschen mit einer leckeren Gemüse-Füllung,1.29,100 Gramm,Packung 360 Gramm,aldi-sued,0.36
57,Knusperone Haferflocken Zarte,0.49,100 Gramm,Packung 500 Gramm,aldi-sued,0.098
58,Cantinelle Natives Olivenöl extra,3.59,100 ml,Flasche Glas 750 ML,aldi-sued,0.479
59,Knusperone Knusper Müsli ohne Rosinen,1.69,100 Gramm,Packung 750 Gramm,aldi-sued,0.225
60,Farmer Cashew-Peanut-Mix Hot Chili,1.89,100 Gramm,,aldi-sued,0.95
61,Sun Snacks Chips Paprika,0.79,100 Gramm,Packung 200 Gramm,aldi-sued,0.4
62,Farmer Erdnüsse geröstet und gesalzen,0.79,100 Gramm,,aldi-sued,0.4
63,Sauels Schinken Fleischwurst,2.79,100 Gramm,Packung 650 Gramm,aldi-sued,0.429
64,rio d oro Premium Direktsaft Trauben,0.99,100 ml,Getränkekarton 1 L,aldi-sued,0.099
65,"Riggano Pizza Classic Edel Salami, 3 x 350 g",2.49,100 Gramm,Packung 1050 Gramm,aldi-sued,0.24
66,rio d oro Orangensaft,0.95,100 ml,Pet-Flasche 1 L,aldi-sued,0.095
67,Knusperone Schoko Krunchy,1.99,100 Gramm,Packung 750 Gramm,aldi-sued,0.265
68,TOPSTAR Cola,0.45,100 ml,Flasche Kunststoff 1.5 L,aldi-sued,0.03
69,Gartenkrone Aldi Süd Rote Bete in Scheiben,0.39,100 Gramm,Glas 520 Gramm,aldi-sued,0.075
70,Back Family Pudding Vanille,0.29,100 Gramm,Packung 190 Gramm,aldi-sued,0.15
71,Nutoka Nuss-Nougat-Creme mit 13 % Haselnüssen,1.25,100 Gramm,Glas 400 Gramm,aldi-sued,0.313
72,Le Gusto Loop frites,1.49,100 Gramm,Packung 600 Gramm,aldi-sued,0.248
73,Lutz Cevapcici,4.79,100 Gramm,Beutel 1000 Gramm,aldi-sued,0.479
74,Armada Sardinen Classic,0.59,100 Gramm,Dose 125 Gramm,aldi-sued,0.47
75,Aldi Süd bio Honig cremig,3.55,100 Gramm,Glas 500 Gramm,aldi-sued,0.71
76,Aldi Süd bio Sonnenblumenöl Kaltgepresst,1.45,100 ml,Flasche Glas 500 ML,aldi-sued,0.29
77,Aldi Süd African Rock Cabernet Sauvignon Pinotage trocken,2.69,100 ml,Flasche Glas 0.75 L,aldi-sued,0.359
78,Almare Norwegisches Lachsfilet mit Haut XXL,4.79,100 Gramm,Packung 300 Gramm,aldi-sued,1.6
79,Gourmet Haselnuss Mousse auf Kirsch,2.99,100 Gramm,Dose 410 Gramm,aldi-sued,0.73
80,Bio Aldi Süd Bio Rinder Hackfleisch,3.59,100 Gramm,Packung 400 Gramm,aldi-sued,0.898
81,"Gourmet Snacks Chili Cheese Nuggets Scharf, 12 - 13 Stück",1.99,100 Gramm,Packung 250 Gramm,aldi-sued,0.8
82,"bio Aldi Süd Croissants Mehrkorn, 4 Stück",1.39,100 Gramm,Folie 160 Gramm,aldi-sued,0.87
83,Teviana / Aldi Süd Apfel Strudel,1.19,100 Gramm,Packung 600 Gramm,aldi-sued,0.198
84,Auerbach / Aldi Süd Sekt weiß trocken,2.79,100 ml,Flasche Glas 0.75 L,aldi-sued,0.372
85,Back Family Marzipan Rohmasse,1.49,100 Gramm,Packung 200 Gramm,aldi-sued,0.75
86,bio Aldi Süd Lachsfilets,5.99,100 Gramm,Packung 250 Gramm,aldi-sued,2.4
87,Almare Nordseekrabben,2.79,100 Gramm,Packung 100 Gramm,aldi-sued,2.79
88,Aldi Süd Tizio Caffee Espresso ganze Bohne,7.49,100 Gramm,Packung 1000 Gramm,aldi-sued,0.749
89,Aldi Süd bio Soja Drink Naturell mit Calzium,0.95,100 ml,Getränkekarton 1 L,aldi-sued,0.095
90,Aldi Süd BIO Lyoner Aufschnitt mit Paprika,1.39,100 Gramm,Packung 125 Gramm,aldi-sued,1.11
91,"Sweet Valley Mandarin-Orangen geschält, leicht gezuckert",0.69,100 ml,Dose 314 ML,aldi-sued,0.22
92,Bellasan Planzen-Margarine,0.75,100 Gramm,Becher 500  Gramm,aldi-sued,0.15
93,Bellasan Pflanzenöl aus Raps,0.99,100 ml,Flasche Kunststoff 1 L,aldi-sued,0.099
94,Bellasan Sonnenblumenöl,1.29,100 ml,Flasche Kunststoff 1 L,aldi-sued,0.129
95,Bellasan Sonnenblumen-Margarine,0.75,100 Gramm,Becher 500  Gramm,aldi-sued,0.15
96,Le Gusto Parboiled Reis Spitzen-Langkorn,0.85,100 Gramm,Packung 1000 Gramm,aldi-sued,0.08499999999999999
97,Armada Thunfisch Filet in Sonnenblumenöl,1.09,100 Gramm,Dose 200 Gramm,aldi-sued,0.55
98,"Grandessa Konfitüre Extra Waldfrucht, 50% Frucht",0.99,100 Gramm,Glas 450 Gramm,aldi-sued,0.22
99,"Milfina H-Vollmilch 3,5% Fett",0.71,100 ml,Getränkekarton 1 L,aldi-sued,0.071
100,"Milfina Frische Vollmilch 3,5% Fett",0.71,100 ml,Getränkekarton 1 L,aldi-sued,0.071
101,"Kokett Küchenrollen 3-lagig, 4 x 51 Blatt",1.35,Preis pro 1000 Blatt,Packung 204 Blatt,aldi-sued,6.62
102,Farmer Macadamia Nüsse Trockengeröstet und gesalzen,2.49,100 Gramm,,aldi-sued,1.99
103,Devinos Käse in Salzlake gereift,0.79,100 Gramm,Packung 200 Gramm,aldi-sued,0.395
104,"Alio Gefrierbeutel 3 Liter,  25 x 32 cm",1.79,Preis pro 100 Stück,Vorratspackung 75 Stück,aldi-sued,2.39
105,"Kokett Toilettenpapier 4-lagig, 10 x 160 Blatt",2.95,Preis pro 1000 Blatt,Packung 1600 Blatt,aldi-sued,1.84
106,"Armada Heringsfilets in Tomaten-Sauce, geteilt",0.75,100 Gramm,Dose 200 Gramm,aldi-sued,0.38
107,rio d oro Orangennektar,0.79,100 ml,Pet-Flasche 1.5 L,aldi-sued,0.053000000000000005
108,Aldi Süd Bio Premium Räucherlachs,3.29,100 Gramm,Packung 100 Gramm,aldi-sued,3.29
109,Knusperone Zimt Chips,1.99,100 Gramm,Packung 750 Gramm,aldi-sued,0.265
110,Brokkoli frisch,0.99,100 Gramm,Folie 500 Gramm,aldi-sued,0.198
111,Choco Bistro Feine Gebäckmischung Florenz,2.59,100 Gramm,"Packung 500 Gramm, 2 x 250g",aldi-sued,0.518
112,"Alpenmark Maasdamer Classic in Scheiben, 45 % Fett i.Tr",1.09,100 Gramm,Packung 200 Gramm,aldi-sued,0.55
113,Farmer Pistazien geröstet und gesalzen,3.19,100 Gramm,Beutel 250 Gramm,aldi-sued,1.28
114,Aldi Süd Amaroy Bio Premium Röstkaffee,3.75,100 Gramm,Packung 500 Gramm,aldi-sued,0.75
115,Milfina streichfein gesalzen Butter mit Rapsöl,1.29,100 Gramm,Packung 250 Gramm,aldi-sued,0.52
116,bio Aldi Süd Bio Schlagsahne,0.79,100 Gramm,Becher 200 Gramm,aldi-sued,0.395
117,TOPSTAR Cola Zero,0.45,100 ml,Flasche Kunststoff 1.5 L,aldi-sued,0.03
118,Mühlengold Bagels Sesam,1.49,100 Gramm,Packung 340 Gramm,aldi-sued,0.44
119,Mühlengold Bagels Korn,1.49,100 Gramm,Packung 340 Gramm,aldi-sued,0.44
120,Bürger Eierspätzle Original schwäbisch,3.29,100 Gramm,Packung 1000 Gramm,aldi-sued,0.329
121,Primana  Linsen Eintopf mit magerem Schweinefleisch,0.69,100 Gramm,Dose 800 Gramm,aldi-sued,0.086
122,"Milfina Kaffeesahne im Kännchen, wärmebehandelt, 12% Fett",0.35,100 Gramm,Becher 200 Gramm,aldi-sued,0.18
123,Cucina Tiramisu,2.69,100 Gramm,Packung 500 Gramm,aldi-sued,0.54
124,"Sweet Valley Ananas in Stücken, leicht gezuckert",0.65,100 Gramm,Dose 560 Gramm,aldi-sued,0.11599999999999999
125,Belmont Cappuccino Classico - extra viel Schaum,1.59,100 Gramm,Dose 200 Gramm,aldi-sued,0.795
126,Westcliff Kräutertee Pfefferminze 25 Beutel,0.49,Preis pro Stück,Packung 25 Stück,aldi-sued,0.02
127,"Grandessa Konfitüre Extra Erdbeere-Mango, 50% Frucht",0.89,100 Gramm,Glas 450 Gramm,aldi-sued,0.2
128,"Kokett Kosmetiktücher 3-lagig, 90 Stück",0.69,Preis pro 100 Stück,Box 90 Stück,aldi-sued,0.77
129,Raffaello Pralinen Kokos-Mandel,2.99,100 Gramm,Packung 260 Gramm,aldi-sued,1.15
130,Knusperone White Flakes,1.99,100 Gramm,Packung 750 Gramm,aldi-sued,0.265
131,Choceur Schoko Knusper Riegel Vollmilch,1.19,100 Gramm,Packung 180 Gramm,aldi-sued,0.66
132,American Erdnusscreme Creamy,1.69,100 Gramm,Glas 350 Gramm,aldi-sued,0.48
133,Roi de Trefle Raclette Käse,2.49,100 Gramm,Packung 400 Gramm,aldi-sued,0.62
134,rio d oro Premium Direktsaft Orangensaft,1.59,100 ml,Getränkekarton 1 L,aldi-sued,0.159
135,Cucina Proscuitto di Parma,2.99,100 Gramm,Packung 100 Gramm,aldi-sued,2.99
136,Wonnemayer Feinkost Frischer Blätterteig sofort backfertig - ausgerollt auf Papier,0.69,100 Gramm,Packung 275 Gramm,aldi-sued,0.25
137,American Hot Dogs,1.79,100 Gramm,Glas 550 Gramm,aldi-sued,0.33
138,"Moser Roth Mousse au Lait Pur, 5 feine Tafeln",1.49,100 Gramm,Tafel 187.5 Gramm,aldi-sued,0.79
139,Almare Pangasius Filets 3 - 5 Filets,2.49,100 Gramm,Packung 500 Gramm,aldi-sued,0.49800000000000005
140,Mühlen Gold Buttertoast,0.69,100 Gramm,Packung 500 Gramm,aldi-sued,0.13799999999999998
141,Choceur Aldi Süd Erdbeer Joghurt,1.19,100 Gramm,Packung 200 Gramm,aldi-sued,0.6
142,Veuve Monsigny Champagner Brut,9.99,100 ml,Flasche Glas 0.75 L,aldi-sued,1.332
143,"Back Family Kanadischer Ahornsirup Grand A, No.1",2.99,100 ml,Flasche Glas 250 ML,aldi-sued,1.2
144,"topstar Cola 0% Zucker,  6 x 0,5 L, Pet-Flasche",0.99,100 ml, 3  L,aldi-sued,0.033
145,Desira Milch Reis Classic,0.32,100 Gramm,Becher 200 Gramm,aldi-sued,0.16
146,American Erdnusscreme Crunchy mit Erdnuss-Stückchen,1.69,100 Gramm,Glas 350 Gramm,aldi-sued,0.48
147,Desira Frucht auf Joghurt Himbeere,0.35,100 Gramm,Becher 150 Gramm,aldi-sued,0.23
148,Gubafish Kabeljaufilet,3.99,100 Gramm,Packung 300 Gramm,aldi-sued,1.33
149,Wintertraum Baumkuchen Vollmilch,2.69,100 Gramm,Packung 300 Gramm,aldi-sued,0.9
150,Wintertraum Baumkuchen Zartbitter,2.69,100 Gramm,Packung 300 Gramm,aldi-sued,0.9
151,Bertolli Extra Vergine Originale das Fruchtige,5.69,100 ml,Flasche Glas 500 ML,aldi-sued,1.1380000000000001
152,Wonnemeyer Frischer Weißkrautsalat mit Paprika,1.49,100 Gramm,Becher 1 KG,aldi-sued,0.149
153,Handl Tyrol Tiroler Bauernaufstrich Klassik,1.39,100 Gramm,Packung 150 Gramm,aldi-sued,0.93
154,la finesse Aldi Süd Kartoffel Knuspertaschen mit Spinat und Mozzarella,1.89,100 Gramm,Beutel 600 Gramm,aldi-sued,0.315
155,Tillmann Cevapcici vom Rindfleisch,5.59,100 Gramm,Packung 1000 Gramm,aldi-sued,0.5589999999999999
156,"Ponnath Wiener Würstchen gebrüht, 2 x 200 g",2.79,100 Gramm,Packung 400 Gramm,aldi-sued,0.6980000000000001
157,EDEKA Bratapfel Eis,1.69,100 ml,Packung 260 ML,aldi-sued,0.65
158,Coca Cola Zero,0.89,100 ml,Pet-Flasche 1.25 L,aldi-sued,0.071
159,Wonnemayer Feinkost Salat Delikatess Fleischsalat,0.79,100 Gramm,Becher 400 Gramm,aldi-sued,0.2
160,Westcliff Kräutertee Salbei-Vanille-Honig 25 Beutel,0.89,Preis pro Stück,Packung 25 Stück,aldi-sued,0.04
161,Gartenkrone / Aldi Süd Italienisches Pfannengemüse,1.39,100 Gramm,Beutel 750 Gramm,aldi-sued,0.185
162,Riggano Pizza Holzofen Pizza Fantasia,1.99,100 Gramm,Packung 400 Gramm,aldi-sued,0.5
163,Wonnemayer Feinkost Kartoffelsalat mit Creme fraiche,1.49,100 Gramm,Becher 1000 Gramm,aldi-sued,0.149
164,Choco Bistro Schoko Waffeln Zartbitter,1.29,100 Gramm,Packung 175 Gramm,aldi-sued,0.74
165,Choceur Edel Sahneschokolade Rahm Mandel mit ganzen Mandeln,1.09,100 Gramm,Tafel 200 Gramm,aldi-sued,0.55
166,"Bio Toastbrötchen Weizen, 2 x 2 Stück",0.89,100 Gramm,Packung 260 Gramm,aldi-sued,0.34
167,"Bio Toastbrötchen Roggen, 2 x 2 Stück",0.89,100 Gramm,Packung 260 Gramm,aldi-sued,0.34
168,"Almare Eismeer Garnelen Natur - gekocht, geschält",1.99,100 Gramm,Packung 100 Gramm,aldi-sued,1.99
169,Be Light  Feine Delikatess Leberwurst,0.75,100 Gramm,Packung 150 Gramm,aldi-sued,0.5
170,"Alio Einmal-Handschuhe Large, Größe  8  - 8,5",3.99,Preis pro 100 Stück,Packung 100 Stück,aldi-sued,3.99
171,Aldi Süd bio Tomatensaft mit Meersalz,1.19,100 ml,Getränkekarton 1 L,aldi-sued,0.119
172,Le Gusto Basmati Reis Spitzenqualität,1.99,100 Gramm,Packung 1000 Gramm,aldi-sued,0.199
173,Aldi Süd Tizio Caffee Crema ganze Bohne,7.49,100 Gramm,Packung 1000 Gramm,aldi-sued,0.749
174,Aldi Süd bio Magerquark Magerstufe,0.69,100 Gramm,Packung 250 Gramm,aldi-sued,0.27599999999999997
175,Aldi Süd bio Saure Sahne 10 % Fett,0.55,100 Gramm,Becher 200 Gramm,aldi-sued,0.28
176,Aldi Süd bio Mozzarella 45% Fett,0.89,100 Gramm,Beutel 125 Gramm,aldi-sued,0.71
177,Aldi Süd BIO Lyoner-Aufschnitt Schinkenlyoner,1.39,100 Gramm,Packung 125 Gramm,aldi-sued,1.11
178,Mühlen Gold Weichweizen Grieß,0.35,100 Gramm,Packung 500 Gramm,aldi-sued,0.06999999999999999
179,Bellasan Pflanzenfett in der Stange,1.59,100 Gramm,Stange 1 KG,aldi-sued,0.159
180,Cucina Spaghetti,0.49,100 Gramm,Packung 500 Gramm,aldi-sued,0.098
181,"Milfina Kondensmilch wärmebehandelt, 10% Fett",0.45,100 Gramm,Getränkekarton 340 Gramm,aldi-sued,0.13
182,Sun Snacks Stapelchips Paprika,1.19,100 Gramm,,aldi-sued,0.68
183,Sauels Delikatess Koch-Hinterschinken,1.39,100 Gramm,Packung 200 Gramm,aldi-sued,0.7
184,Sweet Valley Pinienkerne,2.29,100 Gramm,Beutel 50 Gramm,aldi-sued,4.58
185,"Grandessa Konfitüre Extra Erdbeer,  50% Frucht",0.99,100 Gramm,Glas 450 Gramm,aldi-sued,0.22
186,"Be Light Reibekäse gerieben, 30% Fett",1.29,100 Gramm,Packung 200 Gramm,aldi-sued,0.65
187,Cucina Proscuitto Cotto Hinterkochschinken,2.19,100 Gramm,Packung 200 Gramm,aldi-sued,1.1
188,Desira Grieß Pudding Zimt,0.35,100 Gramm,Becher 175 Gramm,aldi-sued,0.2
189,Almare Fischstäbchen,1.99,100 Gramm,Packung 450 Gramm,aldi-sued,0.442
190,Bellasan Raps Vitalöl Nativ kaltgepresst,1.49,100 ml,Flasche Glas 0.5 L,aldi-sued,0.298
191,Kim Tomatenketchup,0.79,100 ml,Flasche Kunststoff 500 ML,aldi-sued,0.158
192,Speisezeit Tomatenrahmsuppe,0.89,100 ml,Dose 400 ML,aldi-sued,0.223
193,Desira Skyr Natur,0.99,100 Gramm,Becher 500 Gramm,aldi-sued,0.198
194,Gourmet Mousse au Chocolat klassisch,2.99,100 Gramm,Dose 350 Gramm,aldi-sued,0.85
195,"Fair & Gut Frische Weidemilch 3,5% Fett",1.69,100 Gramm,Packung 90 Gramm,aldi-sued,1.88
196,Gourmet Ziegenfrischkäse im Speckmantel,2.99,100 Gramm,Dose 350 Gramm,aldi-sued,0.85
197,Gourmet Mousse au Chocolat weiß,3.99,100 Gramm,Packung 500 Gramm,aldi-sued,0.8
198,Almare Fischnuggets XXL,1.99,100 Gramm,Packung 125 Gramm,aldi-sued,1.59
199,Sweet Valley Montmorency Kirschen,1.99,100 Gramm,Packung 100 Gramm,aldi-sued,1.99
200,Sweet Valley Wilde Blaubeeren,1.99,100 Gramm,Beutel 150 Gramm,aldi-sued,1.33
201,Sweet Valley Cranberry Pekan Mix,2.49,100 Gramm,Beutel 200 Gramm,aldi-sued,1.25
202,Sweet Valley Nuts & Berries,2.49,100 Gramm,Beutel 200 Gramm,aldi-sued,1.25
203,Sweet Valley Berries & Nuts,1.99,100 Gramm,Beutel 100 Gramm,aldi-sued,1.99
204,Sweet Valley Rosinen Mix,1.99,100 Gramm,Beutel 100 Gramm,aldi-sued,1.99
205,Sweet Valley Schokolierte Crunchy Cranberries + Mandeln und Walnusskerne,1.79,100 Gramm,Packung 300 Gramm,aldi-sued,0.6
206,Sweet Valley Schokolierte Crunchy Cranberries + Honig und Mandeln,2.49,100 Gramm,Packung 600 Gramm,aldi-sued,0.42
207,Choceur Mints mit Marzipangeschmack Limited Edition,0.59,100 ml,Pet-Flasche 1.5 L,aldi-sued,0.039
208,Wintertraum Lebkuchen Eisenbahn,4.99,100 Gramm,Packung 1035 Gramm,aldi-sued,0.48200000000000004
209,Tillmans Schweineschnitzel,2.29,100 Gramm,Packung 300 Gramm,aldi-sued,0.76
210,"Bio Aldi Garnelen gekocht, geschält",2.29,100 Gramm,Packung 80 Gramm,aldi-sued,2.86
211,Cucina Prosciutto Crudo Dolce,1.79,100 Gramm,Packung 100 Gramm,aldi-sued,1.79
212,Meine Kuchenwelt Saftige Kokostörtchen,1.79,100 Gramm,Packung 400 Gramm,aldi-sued,0.45
213,Böklunder Geflügel Wiener,3.49,100 Gramm,Glas 870 Gramm,aldi-sued,0.4
214,Snack Time Lasagne Bolognese,1.79,100 Gramm,Packung 400 Gramm,aldi-sued,0.44800000000000006
215,Snack Time Hühnerfrikassee,1.79,100 Gramm,Packung 400 Gramm,aldi-sued,0.44800000000000006
216,"Müller Kefir Kalinka 1,5% Fett",0.59,100 Gramm,Flasche Kunststoff,aldi-sued,0.0
217,Vegetarisch Lecker Veggie Fischstäbchen,1.99,100 Gramm,Packung 190 Gramm,aldi-sued,1.05
218,Rotkäppchen Sekt Halbtrocken,3.99,100 ml,Flasche Glas 0.75 L,aldi-sued,0.532
219,President Meersalzbutter mit Meersalzkörner,3.19,100 Gramm,Becher 250 Gramm,aldi-sued,1.28
220,Aldi Süd Glückskekse,1.39,100 Gramm,Packung 72 Gramm,aldi-sued,1.93
221,American Stuffed Crust Pizza Salami,2.59,100 Gramm,,aldi-sued,0.56
222,American Stuffed Crust Pizza BBQ Chicken,2.59,100 Gramm,Packung 461 Gramm,aldi-sued,0.56
223,RYZ Parboiled Reis,1.99,100 Gramm,Packung 1 KG,aldi-sued,0.199
224,RYZ Jasmin Reis,2.49,100 Gramm,Packung 500 Gramm,aldi-sued,0.49800000000000005
225,Böklunder Schinkenwürstchen,1.29,100 Gramm,Becher 200 Gramm,aldi-sued,0.65
226,Meine Metzgerei Frisches Hähnchen Fondue,1.29,100 Gramm,Becher 200 Gramm,aldi-sued,0.65
227,Almare Seafood Büsumer Heringstopf mit Garnelen,2.29,100 Gramm,Packung 400 Gramm,aldi-sued,0.57
228,Almare Seafood Sylter Heringstopf,0.59,100 ml,Becher 250 ML,aldi-sued,0.24
229,Meine Metzgerei Cevapcici,0.99,100 Gramm,Packung 400 Gramm,aldi-sued,0.25
230,Tizio Latte Espresso,1.79,100 Gramm,Packung 129 Gramm,aldi-sued,1.39
231,Choco Bistro Butterkeks Vollkorn,0.99,100 Gramm,Dose 800 Gramm,aldi-sued,0.124
232,Moser-Roth Hochfeine Pralines Marc de Champagne,1.15,100 Gramm,Packung 200 Gramm,aldi-sued,0.58
233,Primana  Eintöpfe Kartoffel Topf mit Würstchen und Rauchspeck,0.99,100 Gramm,Packung 500 Gramm,aldi-sued,0.198
234,"Choceur Mini-Tafeln Edel Rahm, 5 x 40 g",0.59,100 Gramm,Packung 220 Gramm,aldi-sued,0.27
235,Choco Bistro Gebäck & Waffelmischung,1.99,100 Gramm,Packung 150 Gramm,aldi-sued,1.33
236,Desira Quark Dessert Himbeer,0.29,100 Gramm,Becher 125 Gramm,aldi-sued,0.23
237,Gutsdamer  Emmentaler am Stück,1.99,100 Gramm,Packung 350 Gramm,aldi-sued,0.5690000000000001
238,"Be Light  Schinkensülze mit Champignons, 3% Fett",1.29,100 Gramm,Packung 200 Gramm,aldi-sued,0.65
239,Almare Lachsfilets,4.29,100 Gramm,Packung 250 Gramm,aldi-sued,1.72
240,Wintertraum Stollen Edel Marzipan,2.99,100 Gramm,Packung 1000 Gramm,aldi-sued,0.29900000000000004
